"CVR","Precinct","AD","ED","rank1","rank2","rank3","rank4","rank5"
58309,"AD: 55 ED: 039",55,39,"Lawman Lynch","Jammel Thompson","Jamell Henderson","Darlene Mealy","Bianca Cunningham"
58311,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58312,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58313,"AD: 55 ED: 039",55,39,"Lawman Lynch","skipped","skipped","skipped","skipped"
58314,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58315,"AD: 55 ED: 039",55,39,"skipped","skipped","skipped","skipped","Jammel Thompson"
58316,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Jamell Henderson","Bianca Cunningham"
58318,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58319,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Dante Arnwine","Lawman Lynch","Eli Brown"
58320,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58321,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58323,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Bianca Cunningham","Eli Brown","Write-in"
58326,"AD: 55 ED: 039",55,39,"Eli Brown","Jamell Henderson","skipped","skipped","skipped"
58327,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","Eli Brown","Dante Arnwine"
58328,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58330,"AD: 55 ED: 038",55,38,"Darlene Mealy","Bianca Cunningham","Clifton A. Hinton","Jammel Thompson","skipped"
58331,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58334,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58335,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","skipped","skipped"
58336,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58337,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58339,"AD: 55 ED: 039",55,39,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Bianca Cunningham","Lawman Lynch"
58341,"AD: 55 ED: 038",55,38,"Jammel Thompson","Eli Brown","Clifton A. Hinton","skipped","skipped"
58343,"AD: 55 ED: 038",55,38,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Dante Arnwine","Bianca Cunningham"
58344,"AD: 55 ED: 039",55,39,"Jamell Henderson","Clifton A. Hinton","Lawman Lynch","Jammel Thompson","skipped"
58345,"AD: 55 ED: 038",55,38,"Jammel Thompson","Jamell Henderson","Bianca Cunningham","Lawman Lynch","Darlene Mealy"
58347,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58348,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58349,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58351,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","Darlene Mealy","Clifton A. Hinton"
58352,"AD: 55 ED: 039",55,39,"Lawman Lynch","skipped","skipped","skipped","skipped"
58353,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58354,"AD: 55 ED: 038",55,38,"Jamell Henderson","skipped","skipped","skipped","skipped"
58355,"AD: 55 ED: 039",55,39,"Dante Arnwine","Darlene Mealy","Jammel Thompson","Jamell Henderson","Bianca Cunningham"
58357,"AD: 55 ED: 038",55,38,"Lawman Lynch","Jammel Thompson","Darlene Mealy","skipped","skipped"
58358,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58359,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58361,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Jamell Henderson","Eli Brown"
58363,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58364,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","Dante Arnwine","Clifton A. Hinton","Jammel Thompson"
58365,"AD: 55 ED: 038",55,38,"Jamell Henderson","skipped","skipped","skipped","skipped"
58366,"AD: 55 ED: 038",55,38,"Darlene Mealy","Eli Brown","Jamell Henderson","skipped","skipped"
58368,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58369,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Bianca Cunningham","skipped","skipped"
58371,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58375,"AD: 55 ED: 038",55,38,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Lawman Lynch","Bianca Cunningham"
58377,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Jamell Henderson","Jammel Thompson","Lawman Lynch"
58378,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58380,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58381,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58382,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58383,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Clifton A. Hinton","Dante Arnwine","Jamell Henderson"
58384,"AD: 55 ED: 039",55,39,"Eli Brown","skipped","skipped","skipped","skipped"
58385,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58386,"AD: 55 ED: 039",55,39,"Eli Brown","skipped","skipped","skipped","skipped"
58387,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Dante Arnwine","Eli Brown","Jammel Thompson"
58388,"AD: 55 ED: 038",55,38,"Lawman Lynch","Bianca Cunningham","Jamell Henderson","Dante Arnwine","Darlene Mealy"
58389,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58390,"AD: 55 ED: 039",55,39,"Bianca Cunningham","Dante Arnwine","Eli Brown","Jamell Henderson","Clifton A. Hinton"
58391,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58392,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58393,"AD: 55 ED: 038",55,38,"Jammel Thompson","Dante Arnwine","Eli Brown","Lawman Lynch","Clifton A. Hinton"
58396,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58397,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58398,"AD: 55 ED: 039",55,39,"Jamell Henderson","skipped","skipped","skipped","skipped"
58399,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
58400,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58401,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58402,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58403,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","Eli Brown","Dante Arnwine"
58404,"AD: 55 ED: 038",55,38,"Lawman Lynch","Eli Brown","Clifton A. Hinton","Dante Arnwine","Jamell Henderson"
58405,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58407,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Clifton A. Hinton","Dante Arnwine","Jamell Henderson"
58408,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58413,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Dante Arnwine","Lawman Lynch","Eli Brown"
58414,"AD: 55 ED: 038",55,38,"Jamell Henderson","skipped","skipped","skipped","skipped"
58415,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Lawman Lynch","Bianca Cunningham"
58416,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58417,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58420,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58421,"AD: 55 ED: 038",55,38,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Bianca Cunningham","Eli Brown"
58422,"AD: 55 ED: 039",55,39,"Clifton A. Hinton","Darlene Mealy","Jammel Thompson","Bianca Cunningham","Eli Brown"
58424,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58425,"AD: 55 ED: 038",55,38,"Lawman Lynch","Eli Brown","Darlene Mealy","skipped","skipped"
58426,"AD: 55 ED: 039",55,39,"Eli Brown","Eli Brown","Eli Brown","Eli Brown","Eli Brown"
58428,"AD: 55 ED: 039",55,39,"Darlene Mealy","Eli Brown","skipped","skipped","skipped"
58429,"AD: 55 ED: 039",55,39,"Lawman Lynch","skipped","skipped","skipped","skipped"
58431,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
58432,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58433,"AD: 55 ED: 038",55,38,"Jammel Thompson","Jamell Henderson","skipped","skipped","skipped"
58434,"AD: 55 ED: 039",55,39,"Darlene Mealy","Dante Arnwine","Lawman Lynch","Jammel Thompson","Jamell Henderson"
58436,"AD: 55 ED: 039",55,39,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
58438,"AD: 55 ED: 039",55,39,"Darlene Mealy","Eli Brown","Jammel Thompson","Lawman Lynch","Dante Arnwine"
58439,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58441,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Clifton A. Hinton","Bianca Cunningham","Write-in"
58442,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58443,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58445,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58446,"AD: 55 ED: 038",55,38,"Bianca Cunningham","Jammel Thompson","skipped","skipped","skipped"
58447,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58448,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58450,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58451,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","Darlene Mealy","Clifton A. Hinton"
58452,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58453,"AD: 55 ED: 039",55,39,"Lawman Lynch","skipped","skipped","skipped","skipped"
58454,"AD: 55 ED: 038",55,38,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Bianca Cunningham","Eli Brown"
58455,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Darlene Mealy","Lawman Lynch","Eli Brown"
58456,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Eli Brown","Dante Arnwine","skipped"
58457,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Bianca Cunningham","Dante Arnwine"
58458,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58459,"AD: 55 ED: 038",55,38,"Jammel Thompson","Lawman Lynch","Darlene Mealy","skipped","skipped"
58460,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58461,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58463,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58464,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58465,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Bianca Cunningham","Lawman Lynch","Clifton A. Hinton"
58466,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58468,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Lawman Lynch","Darlene Mealy"
58469,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58471,"AD: 55 ED: 039",55,39,"Jamell Henderson","Jammel Thompson","Lawman Lynch","Darlene Mealy","skipped"
58472,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58473,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Eli Brown","Bianca Cunningham"
58474,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58475,"AD: 55 ED: 039",55,39,"Darlene Mealy","Clifton A. Hinton","Eli Brown","Jamell Henderson","Lawman Lynch"
58477,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58479,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58480,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58481,"AD: 55 ED: 038",55,38,"Jammel Thompson","Jamell Henderson","Bianca Cunningham","Dante Arnwine","Eli Brown"
58482,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58483,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","Lawman Lynch","Eli Brown"
58485,"AD: 55 ED: 039",55,39,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58487,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58488,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58491,"AD: 55 ED: 038",55,38,"Lawman Lynch","Jamell Henderson","Clifton A. Hinton","Jammel Thompson","overvote"
58492,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","Eli Brown","skipped"
58493,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","Eli Brown","Jammel Thompson","Jamell Henderson"
58494,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58495,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58497,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58499,"AD: 55 ED: 038",55,38,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Jamell Henderson","skipped"
58500,"AD: 55 ED: 039",55,39,"skipped","skipped","skipped","skipped","overvote"
58501,"AD: 55 ED: 039",55,39,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
58503,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","Jamell Henderson","Clifton A. Hinton"
58504,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58505,"AD: 55 ED: 038",55,38,"Darlene Mealy","Jammel Thompson","Eli Brown","Lawman Lynch","Bianca Cunningham"
58506,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58507,"AD: 55 ED: 039",55,39,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Eli Brown","Jammel Thompson"
58508,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58509,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58510,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58511,"AD: 55 ED: 038",55,38,"Dante Arnwine","Darlene Mealy","Jamell Henderson","Jammel Thompson","Clifton A. Hinton"
58512,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Bianca Cunningham","Jamell Henderson"
58513,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58514,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58516,"AD: 55 ED: 038",55,38,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58517,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58520,"AD: 55 ED: 039",55,39,"Eli Brown","Eli Brown","Eli Brown","Eli Brown","Eli Brown"
58521,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
58522,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58523,"AD: 55 ED: 038",55,38,"Eli Brown","Dante Arnwine","Jamell Henderson","Clifton A. Hinton","Lawman Lynch"
58524,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58525,"AD: 55 ED: 039",55,39,"Eli Brown","Darlene Mealy","Jammel Thompson","Jamell Henderson","Bianca Cunningham"
58526,"AD: 55 ED: 039",55,39,"Lawman Lynch","Clifton A. Hinton","Bianca Cunningham","Dante Arnwine","Eli Brown"
58527,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58528,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","Bianca Cunningham","Eli Brown","Jamell Henderson"
58530,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Eli Brown","Jamell Henderson","Bianca Cunningham"
58531,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Eli Brown","Bianca Cunningham"
58532,"AD: 55 ED: 039",55,39,"Lawman Lynch","Clifton A. Hinton","Eli Brown","Jamell Henderson","Dante Arnwine"
58533,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Lawman Lynch","Eli Brown","skipped"
58535,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Eli Brown","Lawman Lynch","Bianca Cunningham"
58536,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58538,"AD: 55 ED: 038",55,38,"overvote","skipped","skipped","skipped","skipped"
58540,"AD: 55 ED: 038",55,38,"Jammel Thompson","Jamell Henderson","Eli Brown","Darlene Mealy","Bianca Cunningham"
58541,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58542,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58543,"AD: 55 ED: 039",55,39,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58544,"AD: 55 ED: 039",55,39,"Darlene Mealy","Eli Brown","Bianca Cunningham","Jamell Henderson","Lawman Lynch"
58545,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58548,"AD: 55 ED: 039",55,39,"Jammel Thompson","Eli Brown","Darlene Mealy","Dante Arnwine","Jamell Henderson"
58550,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","Dante Arnwine","Clifton A. Hinton"
58552,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58554,"AD: 55 ED: 038",55,38,"Clifton A. Hinton","Bianca Cunningham","Eli Brown","Lawman Lynch","Dante Arnwine"
58555,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58556,"AD: 55 ED: 039",55,39,"Bianca Cunningham","Dante Arnwine","Darlene Mealy","skipped","skipped"
58557,"AD: 55 ED: 039",55,39,"Lawman Lynch","Jamell Henderson","Darlene Mealy","skipped","skipped"
58558,"AD: 55 ED: 039",55,39,"Lawman Lynch","overvote","skipped","overvote","skipped"
58561,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","Bianca Cunningham","skipped","skipped"
58563,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58564,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58565,"AD: 55 ED: 038",55,38,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
58566,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","skipped","skipped"
58567,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58568,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58570,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58573,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58574,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","skipped","skipped"
58575,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","Dante Arnwine","Jammel Thompson","Bianca Cunningham"
58576,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Dante Arnwine","Bianca Cunningham"
58577,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58578,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58579,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58580,"AD: 55 ED: 038",55,38,"Lawman Lynch","Jammel Thompson","Eli Brown","Jamell Henderson","Darlene Mealy"
58582,"AD: 55 ED: 038",55,38,"skipped","Eli Brown","skipped","skipped","skipped"
58583,"AD: 55 ED: 038",55,38,"Dante Arnwine","skipped","skipped","skipped","skipped"
58584,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58585,"AD: 55 ED: 039",55,39,"overvote","skipped","skipped","skipped","skipped"
58586,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58587,"AD: 55 ED: 039",55,39,"Jamell Henderson","skipped","skipped","skipped","skipped"
58588,"AD: 55 ED: 039",55,39,"Bianca Cunningham","skipped","skipped","skipped","skipped"
58589,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58590,"AD: 55 ED: 038",55,38,"Lawman Lynch","skipped","skipped","skipped","skipped"
58592,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58593,"AD: 55 ED: 039",55,39,"Jammel Thompson","Darlene Mealy","Dante Arnwine","Bianca Cunningham","Jamell Henderson"
58594,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58595,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58596,"AD: 55 ED: 038",55,38,"skipped","skipped","Jammel Thompson","skipped","skipped"
58598,"AD: 55 ED: 039",55,39,"Darlene Mealy","Lawman Lynch","Jammel Thompson","Dante Arnwine","Jamell Henderson"
58599,"AD: 55 ED: 038",55,38,"Lawman Lynch","Dante Arnwine","Darlene Mealy","Eli Brown","Jammel Thompson"
58600,"AD: 55 ED: 039",55,39,"Dante Arnwine","Eli Brown","Darlene Mealy","Jammel Thompson","Clifton A. Hinton"
58601,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Eli Brown","Bianca Cunningham","Clifton A. Hinton"
58603,"AD: 55 ED: 039",55,39,"Lawman Lynch","Darlene Mealy","Jammel Thompson","skipped","skipped"
58605,"AD: 55 ED: 038",55,38,"Darlene Mealy","skipped","skipped","skipped","skipped"
58606,"AD: 55 ED: 039",55,39,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
58610,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58611,"AD: 55 ED: 038",55,38,"Bianca Cunningham","Darlene Mealy","Lawman Lynch","skipped","skipped"
58612,"AD: 55 ED: 039",55,39,"Dante Arnwine","Dante Arnwine","Dante Arnwine","Dante Arnwine","Dante Arnwine"
58613,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58614,"AD: 55 ED: 038",55,38,"Lawman Lynch","Lawman Lynch","skipped","Eli Brown","skipped"
58615,"AD: 55 ED: 039",55,39,"Bianca Cunningham","Eli Brown","Dante Arnwine","Jammel Thompson","Clifton A. Hinton"
58616,"AD: 55 ED: 039",55,39,"Bianca Cunningham","Eli Brown","Jammel Thompson","Jamell Henderson","Dante Arnwine"
58617,"AD: 55 ED: 039",55,39,"Darlene Mealy","Bianca Cunningham","Darlene Mealy","Bianca Cunningham","Darlene Mealy"
58618,"AD: 55 ED: 039",55,39,"Darlene Mealy","Eli Brown","skipped","skipped","skipped"
58619,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","skipped","skipped","skipped"
58620,"AD: 55 ED: 039",55,39,"Dante Arnwine","Jamell Henderson","skipped","skipped","Darlene Mealy"
58622,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
58623,"AD: 55 ED: 039",55,39,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
58624,"AD: 55 ED: 039",55,39,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
58626,"AD: 55 ED: 039",55,39,"Lawman Lynch","skipped","skipped","skipped","skipped"
58627,"AD: 55 ED: 038",55,38,"Bianca Cunningham","Lawman Lynch","Jamell Henderson","skipped","skipped"
58628,"AD: 55 ED: 039",55,39,"Lawman Lynch","Jamell Henderson","Dante Arnwine","Bianca Cunningham","Jammel Thompson"
58629,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58630,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58631,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58632,"AD: 55 ED: 039",55,39,"Jammel Thompson","Jamell Henderson","Eli Brown","skipped","skipped"
58634,"AD: 55 ED: 039",55,39,"Darlene Mealy","Jamell Henderson","Jammel Thompson","Lawman Lynch","Dante Arnwine"
58636,"AD: 55 ED: 038",55,38,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","Jammel Thompson","Eli Brown"
58637,"AD: 55 ED: 038",55,38,"Jammel Thompson","skipped","skipped","skipped","skipped"
58638,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58639,"AD: 55 ED: 039",55,39,"Dante Arnwine","Clifton A. Hinton","Jamell Henderson","Bianca Cunningham","Darlene Mealy"
58640,"AD: 55 ED: 039",55,39,"Jammel Thompson","Darlene Mealy","Eli Brown","Clifton A. Hinton","skipped"
58641,"AD: 55 ED: 039",55,39,"Darlene Mealy","skipped","skipped","skipped","skipped"
58643,"AD: 55 ED: 039",55,39,"Jammel Thompson","skipped","skipped","skipped","skipped"
58644,"AD: 55 ED: 038",55,38,"Clifton A. Hinton","skipped","skipped","skipped","skipped"
