"precincts","tally_type","ballotID","rank1","rank2","rank3"
"2122/2138","VBM / EV - 400c 1st Cut",47539,"DENNIS HERRERA","BEVAN DUFTY","JEFF ADACHI"
"3627","VBM / EV - 400c 1st Cut",47540,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3336/3344","VBM / EV - 400c 1st Cut",47541,"ED LEE","MICHELA ALIOTO-PIER","PHIL TING"
"3845","VBM / EV - 400c 1st Cut",47542,"BEVAN DUFTY","DENNIS HERRERA","DAVID CHIU"
"2407","VBM / EV - 400c 1st Cut",47543,"LELAND YEE","MICHELA ALIOTO-PIER","TONY HALL"
"3621/3619","VBM / EV - 400c 1st Cut",47544,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3651/3611","VBM / EV - 400c 1st Cut",47545,"ED LEE","LELAND YEE","DAVID CHIU"
"1113/1114","VBM / EV - 400c 1st Cut",47546,"MICHELA ALIOTO-PIER","skipped","skipped"
"3506","VBM / EV - 400c 1st Cut",47547,"JEFF ADACHI","DENNIS HERRERA","BEVAN DUFTY"
"3626","VBM / EV - 400c 1st Cut",47548,"JOHN AVALOS","JEFF ADACHI","DENNIS HERRERA"
"1128/1127","VBM / EV - 400c 1st Cut",47549,"JEFF ADACHI","ED LEE","BEVAN DUFTY"
"1145","VBM / EV - 400c 1st Cut",47550,"ED LEE","skipped","skipped"
"2718/2711","VBM / EV - 400c 1st Cut",47551,"ED LEE","skipped","skipped"
"3028","VBM / EV - 400c 1st Cut",47552,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3025","VBM / EV - 400c 1st Cut",47553,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3649/3644","VBM / EV - 400c 1st Cut",47554,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"2422","VBM / EV - 400c 1st Cut",47555,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"2733/2749","VBM / EV - 400c 1st Cut",47556,"ED LEE","JOANNA REES","WILMA PANG"
"3303/3304","VBM / EV - 400c 1st Cut",47557,"ED LEE","TONY HALL","skipped"
"3343/3334","VBM / EV - 400c 1st Cut",47558,"DENNIS HERRERA","skipped","skipped"
"3228/3219","VBM / EV - 400c 1st Cut",47559,"ED LEE","DAVID CHIU","PHIL TING"
"3525/3524","VBM / EV - 400c 1st Cut",47560,"ED LEE","PHIL TING","DAVID CHIU"
"3630/3636","VBM / EV - 400c 1st Cut",47561,"ED LEE","DAVID CHIU","JEFF ADACHI"
"2016/2017","VBM / EV - 400c 1st Cut",47562,"MICHELA ALIOTO-PIER","skipped","skipped"
"2433/2434","VBM / EV - 400c 1st Cut",47563,"ED LEE","skipped","skipped"
"2904/2903","VBM / EV - 400c 1st Cut",47564,"ED LEE","ED LEE","ED LEE"
"2424/2417","VBM / EV - 400c 1st Cut",47565,"MICHELA ALIOTO-PIER","BEVAN DUFTY","skipped"
"2715","VBM / EV - 400c 1st Cut",47566,"DENNIS HERRERA","ED LEE","MICHELA ALIOTO-PIER"
"3519","VBM / EV - 400c 1st Cut",47567,"ED LEE","JOHN AVALOS","DAVID CHIU"
"3614/3613","VBM / EV - 400c 1st Cut",47568,"LELAND YEE","DENNIS HERRERA","PHIL TING"
"3833/3825","VBM / EV - 400c 1st Cut",47569,"ED LEE","MICHELA ALIOTO-PIER","LELAND YEE"
"2108/2109","VBM / EV - 400c 1st Cut",47570,"ED LEE","PHIL TING","JOHN AVALOS"
"2016/2017","VBM / EV - 400c 1st Cut",47571,"ED LEE","JEFF ADACHI","DAVID CHIU"
"3539/3538","VBM / EV - 400c 1st Cut",47572,"JOHN AVALOS","TERRY JOAN BAUM","DENNIS HERRERA"
"3542","VBM / EV - 400c 1st Cut",47573,"DENNIS HERRERA","JEFF ADACHI","ED LEE"
"2424/2417","VBM / EV - 400c 1st Cut",47574,"ED LEE","DAVID CHIU","PHIL TING"
"3615","VBM / EV - 400c 1st Cut",47575,"DAVID CHIU","PHIL TING","ED LEE"
"3823/3822","VBM / EV - 400c 1st Cut",47576,"LELAND YEE","BEVAN DUFTY","ED LEE"
"1112/1111","VBM / EV - 400c 1st Cut",47577,"DENNIS HERRERA","JEFF ADACHI","LELAND YEE"
"3242","VBM / EV - 400c 1st Cut",47578,"TONY HALL","skipped","skipped"
"1113/1114","VBM / EV - 400c 1st Cut",47579,"ED LEE","skipped","skipped"
"3316","VBM / EV - 400c 1st Cut",47580,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3601/3602","VBM / EV - 400c 1st Cut",47581,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","VBM / EV - 400c 1st Cut",47582,"JOANNA REES","DENNIS HERRERA","BEVAN DUFTY"
"2148/2149","VBM / EV - 400c 1st Cut",47583,"TERRY JOAN BAUM","LELAND YEE","PHIL TING"
"2151/2150","VBM / EV - 400c 1st Cut",47584,"LELAND YEE","JOHN AVALOS","BEVAN DUFTY"
"2415/2416","VBM / EV - 400c 1st Cut",47585,"LELAND YEE","MICHELA ALIOTO-PIER","skipped"
"3336/3344","VBM / EV - 400c 1st Cut",47586,"ED LEE","PHIL TING","DAVID CHIU"
"3528","VBM / EV - 400c 1st Cut",47587,"ED LEE","DENNIS HERRERA","EMIL LAWRENCE"
"3824/3832","VBM / EV - 400c 1st Cut",47588,"ED LEE","LELAND YEE","BEVAN DUFTY"
"3837/3827","VBM / EV - 400c 1st Cut",47589,"BEVAN DUFTY","skipped","skipped"
"1119/1121","VBM / EV - 400c 1st Cut",47590,"ED LEE","LELAND YEE","BEVAN DUFTY"
"1124/1138","VBM / EV - 400c 1st Cut",47591,"BEVAN DUFTY","skipped","skipped"
"3652","VBM / EV - 400c 1st Cut",47592,"DENNIS HERRERA","ED LEE","MICHELA ALIOTO-PIER"
"3701","VBM / EV - 400c 1st Cut",47593,"ED LEE","skipped","skipped"
"2422","VBM / EV - 400c 1st Cut",47594,"JOANNA REES","PAUL CURRIER","EMIL LAWRENCE"
"3207/3202","VBM / EV - 400c 1st Cut",47595,"LELAND YEE","DENNIS HERRERA","skipped"
"3209/3211","VBM / EV - 400c 1st Cut",47596,"DAVID CHIU","JOHN AVALOS","JEFF ADACHI"
"3316","VBM / EV - 400c 1st Cut",47597,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"3348","VBM / EV - 400c 1st Cut",47598,"ED LEE","skipped","skipped"
"3628","VBM / EV - 400c 1st Cut",47599,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3654","VBM / EV - 400c 1st Cut",47600,"ED LEE","DAVID CHIU","LELAND YEE"
"3903/3901","VBM / EV - 400c 1st Cut",47601,"ED LEE","skipped","skipped"
"2200","VBM / EV - 400c 1st Cut",47602,"JEFF ADACHI","ED LEE","JOANNA REES"
"3343/3334","VBM / EV - 400c 1st Cut",47603,"PHIL TING","skipped","skipped"
"2111/2106","VBM / EV - 400c 1st Cut",47604,"ED LEE","DAVID CHIU","LELAND YEE"
"2435/2428","VBM / EV - 400c 1st Cut",47605,"ED LEE","LELAND YEE","DAVID CHIU"
"3036/3035","VBM / EV - 400c 1st Cut",47606,"JOHN AVALOS","TERRY JOAN BAUM","PAUL CURRIER"
"3214","VBM / EV - 400c 1st Cut",47607,"JEFF ADACHI","LELAND YEE","DENNIS HERRERA"
"3235/3231","VBM / EV - 400c 1st Cut",47608,"DAVID CHIU","DENNIS HERRERA","ED LEE"
"3327","VBM / EV - 400c 1st Cut",47609,"PHIL TING","ED LEE","WILMA PANG"
"2112","VBM / EV - 400c 1st Cut",47610,"MICHELA ALIOTO-PIER","skipped","skipped"
"2214","VBM / EV - 400c 1st Cut",47611,"LELAND YEE","ED LEE","DENNIS HERRERA"
"3016","VBM / EV - 400c 1st Cut",47612,"JEFF ADACHI","MICHELA ALIOTO-PIER","ED LEE"
"3311/3329","VBM / EV - 400c 1st Cut",47613,"ED LEE","skipped","skipped"
"3316","VBM / EV - 400c 1st Cut",47614,"LELAND YEE","PAUL CURRIER","JEFF ADACHI"
"3617/3618","VBM / EV - 400c 1st Cut",47615,"LELAND YEE","DAVID CHIU","JOHN AVALOS"
"1113/1114","VBM / EV - 400c 1st Cut",47616,"PHIL TING","DAVID CHIU","LELAND YEE"
"1113/1114","VBM / EV - 400c 1st Cut",47617,"ED LEE","skipped","skipped"
"3238/3237","VBM / EV - 400c 1st Cut",47618,"DAVID CHIU","ED LEE","MICHELA ALIOTO-PIER"
"3243","VBM / EV - 400c 1st Cut",47619,"JEFF ADACHI","skipped","skipped"
"3305","VBM / EV - 400c 1st Cut",47620,"ED LEE","JOHN AVALOS","DENNIS HERRERA"
"2216","VBM / EV - 400c 1st Cut",47621,"DENNIS HERRERA","DAVID CHIU","skipped"
"3837/3827","VBM / EV - 400c 1st Cut",47622,"DENNIS HERRERA","skipped","skipped"
"3837/3827","VBM / EV - 400c 1st Cut",47623,"ED LEE","LELAND YEE","DENNIS HERRERA"
"3866/3863","VBM / EV - 400c 1st Cut",47624,"JOHN AVALOS","DENNIS HERRERA","JOHN AVALOS"
"3866/3863","VBM / EV - 400c 1st Cut",47625,"DENNIS HERRERA","JOANNA REES","MICHELA ALIOTO-PIER"
"1118","VBM / EV - 400c 1st Cut",47626,"ED LEE","DAVID CHIU","PHIL TING"
"2442/2443","VBM / EV - 400c 1st Cut",47627,"ED LEE","skipped","skipped"
"3343/3334","VBM / EV - 400c 1st Cut",47628,"DENNIS HERRERA","JOHN AVALOS","MICHELA ALIOTO-PIER"
"3528","VBM / EV - 400c 1st Cut",47629,"JEFF ADACHI","DENNIS HERRERA","ED LEE"
"3808","VBM / EV - 400c 1st Cut",47630,"DENNIS HERRERA","BEVAN DUFTY","skipped"
"2713/2712","VBM / EV - 400c 1st Cut",47631,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3627","VBM / EV - 400c 1st Cut",47632,"ED LEE","skipped","skipped"
"3627","VBM / EV - 400c 1st Cut",47633,"ED LEE","skipped","skipped"
"3931","VBM / EV - 400c 1st Cut",47634,"DENNIS HERRERA","JEFF ADACHI","TERRY JOAN BAUM"
"3936/3937","VBM / EV - 400c 1st Cut",47635,"MICHELA ALIOTO-PIER","LELAND YEE","ED LEE"
"3936/3937","VBM / EV - 400c 1st Cut",47636,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3936/3937","VBM / EV - 400c 1st Cut",47637,"TONY HALL","TONY HALL","TONY HALL"
"2121/2137","VBM / EV - 400c 1st Cut",47638,"ED LEE","DAVID CHIU","PHIL TING"
"3200","VBM / EV - 400c 1st Cut",47639,"LELAND YEE","ED LEE","DENNIS HERRERA"
"3502/3501","VBM / EV - 400c 1st Cut",47640,"ED LEE","DAVID CHIU","skipped"
"3502/3501","VBM / EV - 400c 1st Cut",47641,"JOHN AVALOS","JEFF ADACHI","DENNIS HERRERA"
"3831","VBM / EV - 400c 1st Cut",47642,"BEVAN DUFTY","DAVID CHIU","ED LEE"
"2744","VBM / EV - 400c 1st Cut",47643,"MICHELA ALIOTO-PIER","skipped","skipped"
"3506","VBM / EV - 400c 1st Cut",47644,"LELAND YEE","skipped","skipped"
"3650","VBM / EV - 400c 1st Cut",47645,"MICHELA ALIOTO-PIER","JOHN AVALOS","DENNIS HERRERA"
"3846/3853","VBM / EV - 400c 1st Cut",47646,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"3917","VBM / EV - 400c 1st Cut",47647,"JOHN AVALOS","CESAR ASCARRUNZ","ED LEE"
"3212","VBM / EV - 400c 1st Cut",47648,"LELAND YEE","skipped","skipped"
"3212","VBM / EV - 400c 1st Cut",47649,"ED LEE","DENNIS HERRERA","LELAND YEE"
"3216","VBM / EV - 400c 1st Cut",47650,"ED LEE","skipped","skipped"
"3223","VBM / EV - 400c 1st Cut",47651,"ED LEE","PHIL TING","MICHELA ALIOTO-PIER"
"2015","VBM / EV - 400c 1st Cut",47652,"DAVID CHIU","JOHN AVALOS","ED LEE"
"3535","VBM / EV - 400c 1st Cut",47653,"JOHN AVALOS","DAVID CHIU","ED LEE"
"3630/3636","VBM / EV - 400c 1st Cut",47654,"ED LEE","TONY HALL","BEVAN DUFTY"
"3027","VBM / EV - 400c 1st Cut",47655,"JOHN AVALOS","JOHN AVALOS","JOHN AVALOS"
"3213/3210","VBM / EV - 400c 1st Cut",47656,"ED LEE","LELAND YEE","JEFF ADACHI"
"3324/3325","VBM / EV - 400c 1st Cut",47657,"DENNIS HERRERA","ED LEE","skipped"
"1129/1131","VBM / EV - 400c 1st Cut",47658,"JOHN AVALOS","LELAND YEE","DENNIS HERRERA"
"2503","VBM / EV - 400c 1st Cut",47659,"TONY HALL","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"3601/3602","VBM / EV - 400c 1st Cut",47660,"ED LEE","DAVID CHIU","LELAND YEE"
"3606","VBM / EV - 400c 1st Cut",47661,"MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER"
"2429/2418","VBM / EV - 400c 1st Cut",47662,"ED LEE","DAVID CHIU","JEFF ADACHI"
"2429/2418","VBM / EV - 400c 1st Cut",47663,"ED LEE","DAVID CHIU","PHIL TING"
"2438/2444","VBM / EV - 400c 1st Cut",47664,"JEFF ADACHI","DAVID CHIU","MICHELA ALIOTO-PIER"
"3650","VBM / EV - 400c 1st Cut",47665,"JOHN AVALOS","MICHELA ALIOTO-PIER","JOANNA REES"
"2128/2129","VBM / EV - 400c 1st Cut",47666,"DENNIS HERRERA","DAVID CHIU","skipped"
"3629","VBM / EV - 400c 1st Cut",47667,"JEFF ADACHI","skipped","skipped"
"2733/2749","VBM / EV - 400c 1st Cut",47668,"ED LEE","JEFF ADACHI","MICHELA ALIOTO-PIER"
"3314/3313","VBM / EV - 400c 1st Cut",47669,"ED LEE","LELAND YEE","JEFF ADACHI"
"3624","VBM / EV - 400c 1st Cut",47670,"BEVAN DUFTY","skipped","skipped"
"2005/2002","VBM / EV - 400c 1st Cut",47671,"ED LEE","DAVID CHIU","JOHN AVALOS"
"2005/2002","VBM / EV - 400c 1st Cut",47672,"JEFF ADACHI","BEVAN DUFTY","DENNIS HERRERA"
"2113/2114","VBM / EV - 400c 1st Cut",47673,"ED LEE","DAVID CHIU","skipped"
"3317/3307","VBM / EV - 400c 1st Cut",47674,"JEFF ADACHI","DENNIS HERRERA","LELAND YEE"
"3529/3531","VBM / EV - 400c 1st Cut",47675,"JOHN AVALOS","LELAND YEE","skipped"
"3805/3811","VBM / EV - 400c 1st Cut",47676,"ED LEE","MICHELA ALIOTO-PIER","CESAR ASCARRUNZ"
"3807","VBM / EV - 400c 1st Cut",47677,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"2006","VBM / EV - 400c 1st Cut",47678,"ED LEE","skipped","skipped"
"2709","VBM / EV - 400c 1st Cut",47679,"ED LEE","TONY HALL","MICHELA ALIOTO-PIER"
"3803/3804","VBM / EV - 400c 1st Cut",47680,"DENNIS HERRERA","LELAND YEE","JEFF ADACHI"
"3828/3838","VBM / EV - 400c 1st Cut",47681,"DENNIS HERRERA","ED LEE","LELAND YEE"
"3932/3933","VBM / EV - 400c 1st Cut",47682,"DENNIS HERRERA","DAVID CHIU","LELAND YEE"
"2122/2138","VBM / EV - 400c 1st Cut",47683,"ED LEE","JEFF ADACHI","PHIL TING"
"2423/2427","VBM / EV - 400c 1st Cut",47684,"ED LEE","TONY HALL","TERRY JOAN BAUM"
"3317/3307","VBM / EV - 400c 1st Cut",47685,"DAVID CHIU","ED LEE","WILMA PANG"
"3654","VBM / EV - 400c 1st Cut",47686,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3703","VBM / EV - 400c 1st Cut",47687,"ED LEE","JOHN AVALOS","LELAND YEE"
"3903/3901","VBM / EV - 400c 1st Cut",47688,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"3349/3351","VBM / EV - 400c 1st Cut",47689,"ED LEE","skipped","skipped"
"3635","VBM / EV - 400c 1st Cut",47690,"ED LEE","BEVAN DUFTY","DAVID CHIU"
"3638","VBM / EV - 400c 1st Cut",47691,"ED LEE","PHIL TING","WILMA PANG"
"1108","VBM / EV - 400c 1st Cut",47692,"ED LEE","JEFF ADACHI","DAVID CHIU"
"1113/1114","VBM / EV - 400c 1st Cut",47693,"JOHN AVALOS","DAVID CHIU","DENNIS HERRERA"
"2121/2137","VBM / EV - 400c 1st Cut",47694,"DENNIS HERRERA","JEFF ADACHI","PHIL TING"
"2722/2726","VBM / EV - 400c 1st Cut",47695,"DENNIS HERRERA","PHIL TING","MICHELA ALIOTO-PIER"
"2729/2731","VBM / EV - 400c 1st Cut",47696,"JOHN AVALOS","skipped","skipped"
"3009","VBM / EV - 400c 1st Cut",47697,"ED LEE","ED LEE","ED LEE"
"2141/2142","VBM / EV - 400c 1st Cut",47698,"LELAND YEE","DENNIS HERRERA","JEFF ADACHI"
"3865/3868","VBM / EV - 400c 1st Cut",47699,"TONY HALL","JEFF ADACHI","LELAND YEE"
"3815","VBM / EV - 400c 1st Cut",47700,"DENNIS HERRERA","DAVID CHIU","JEFF ADACHI"
"3833/3825","VBM / EV - 400c 1st Cut",47701,"DENNIS HERRERA","JOHN AVALOS","BEVAN DUFTY"
"3843","VBM / EV - 400c 1st Cut",47702,"DENNIS HERRERA","DAVID CHIU","LELAND YEE"
"1101/1104","VBM / EV - 400c 1st Cut",47703,"ED LEE","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"2421/2419","VBM / EV - 400c 1st Cut",47704,"ED LEE","LELAND YEE","DAVID CHIU"
"3243","VBM / EV - 400c 1st Cut",47705,"DENNIS HERRERA","JEFF ADACHI","MICHELA ALIOTO-PIER"
"2128/2129","VBM / EV - 400c 1st Cut",47706,"DAVID CHIU","ED LEE","TONY HALL"
"1129/1131","VBM / EV - 400c 1st Cut",47707,"ED LEE","LELAND YEE","DAVID CHIU"
"2126","VBM / EV - 400c 1st Cut",47708,"ED LEE","MICHELA ALIOTO-PIER","LELAND YEE"
"2128/2129","VBM / EV - 400c 1st Cut",47709,"DAVID CHIU","skipped","skipped"
"2437","VBM / EV - 400c 1st Cut",47710,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"2442/2443","VBM / EV - 400c 1st Cut",47711,"DAVID CHIU","ED LEE","LELAND YEE"
"3621/3619","VBM / EV - 400c 1st Cut",47712,"MICHELA ALIOTO-PIER","JEFF ADACHI","ED LEE"
"3640","VBM / EV - 400c 1st Cut",47713,"DAVID CHIU","DENNIS HERRERA","LELAND YEE"
"3317/3307","VBM / EV - 400c 1st Cut",47714,"WILMA PANG","DAVID CHIU","LELAND YEE"
"1143/1144","VBM / EV - 400c 1st Cut",47715,"ED LEE","LELAND YEE","DAVID CHIU"
"2737","VBM / EV - 400c 1st Cut",47716,"JEFF ADACHI","ED LEE","DENNIS HERRERA"
"2737","VBM / EV - 400c 1st Cut",47717,"ED LEE","skipped","skipped"
"3605/3604","VBM / EV - 400c 1st Cut",47718,"JEFF ADACHI","DENNIS HERRERA","LELAND YEE"
"3627","VBM / EV - 400c 1st Cut",47719,"ED LEE","DENNIS HERRERA","skipped"
"2901/2905","VBM / EV - 400c 1st Cut",47720,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3022/3014","VBM / EV - 400c 1st Cut",47721,"LELAND YEE","ED LEE","CESAR ASCARRUNZ"
"3634/3633","VBM / EV - 400c 1st Cut",47722,"DENNIS HERRERA","JEFF ADACHI","ED LEE"
"3637/3620","VBM / EV - 400c 1st Cut",47723,"ED LEE","DAVID CHIU","JEFF ADACHI"
"2709","VBM / EV - 400c 1st Cut",47724,"ED LEE","DENNIS HERRERA","JEFF ADACHI"
"2729/2731","VBM / EV - 400c 1st Cut",47725,"ED LEE","skipped","skipped"
"3324/3325","VBM / EV - 400c 1st Cut",47726,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"3328/3337","VBM / EV - 400c 1st Cut",47727,"LELAND YEE","ED LEE","DAVID CHIU"
"3847","VBM / EV - 400c 1st Cut",47728,"JEFF ADACHI","BEVAN DUFTY","DENNIS HERRERA"
"2121/2137","VBM / EV - 400c 1st Cut",47729,"ED LEE","DAVID CHIU","skipped"
"2747","VBM / EV - 400c 1st Cut",47730,"LELAND YEE","TONY HALL","JOHN AVALOS"
"2753/2755","VBM / EV - 400c 1st Cut",47731,"ED LEE","skipped","skipped"
"3552/3549","VBM / EV - 400c 1st Cut",47732,"ED LEE","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"3653","VBM / EV - 400c 1st Cut",47733,"ED LEE","MICHELA ALIOTO-PIER","PHIL TING"
"3801","VBM / EV - 400c 1st Cut",47734,"BEVAN DUFTY","JEFF ADACHI","skipped"
"3031","VBM / EV - 400c 1st Cut",47735,"ED LEE","DENNIS HERRERA","PHIL TING"
"3241","VBM / EV - 400c 1st Cut",47736,"DAVID CHIU","ED LEE","MICHELA ALIOTO-PIER"
"3324/3325","VBM / EV - 400c 1st Cut",47737,"JOANNA REES","skipped","skipped"
"2217","VBM / EV - 400c 1st Cut",47738,"ED LEE","skipped","skipped"
"2730","VBM / EV - 400c 1st Cut",47739,"ED LEE","JOHN AVALOS","JOANNA REES"
"3031","VBM / EV - 400c 1st Cut",47740,"ED LEE","DAVID CHIU","WILMA PANG"
"3203/3204","VBM / EV - 400c 1st Cut",47741,"ED LEE","skipped","skipped"
"3233","VBM / EV - 400c 1st Cut",47742,"DAVID CHIU","MICHELA ALIOTO-PIER","JEFF ADACHI"
"3324/3325","VBM / EV - 400c 1st Cut",47743,"MICHELA ALIOTO-PIER","TONY HALL","JOANNA REES"
"2403","VBM / EV - 400c 1st Cut",47744,"LELAND YEE","PHIL TING","DAVID CHIU"
"1142/1141","VBM / EV - 400c 1st Cut",47745,"ED LEE","PHIL TING","skipped"
"3544/3545","VBM / EV - 400c 1st Cut",47746,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"3601/3602","VBM / EV - 400c 1st Cut",47747,"DENNIS HERRERA","ED LEE","BEVAN DUFTY"
"3805/3811","VBM / EV - 400c 1st Cut",47748,"DAVID CHIU","BEVAN DUFTY","ED LEE"
"3638","VBM / EV - 400c 1st Cut",47749,"LELAND YEE","DENNIS HERRERA","BEVAN DUFTY"
"3818","VBM / EV - 400c 1st Cut",47750,"DENNIS HERRERA","BEVAN DUFTY","JEFF ADACHI"
"2413/2404","VBM / EV - 400c 1st Cut",47751,"JEFF ADACHI","DAVID CHIU","LELAND YEE"
"2004/2003","VBM / EV - 400c 1st Cut",47752,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3637/3620","VBM / EV - 400c 1st Cut",47753,"BEVAN DUFTY","ED LEE","DENNIS HERRERA"
"2215/2209","VBM / EV - 400c 1st Cut",47754,"JEFF ADACHI","JOANNA REES","LELAND YEE"
"2727","VBM / EV - 400c 1st Cut",47755,"ED LEE","DAVID CHIU","PHIL TING"
"3836","VBM / EV - 400c 1st Cut",47756,"DENNIS HERRERA","JEFF ADACHI","ED LEE"
"3861/3856","VBM / EV - 400c 1st Cut",47757,"BEVAN DUFTY","DENNIS HERRERA","LELAND YEE"
"3866/3863","VBM / EV - 400c 1st Cut",47758,"JOANNA REES","MICHELA ALIOTO-PIER","BEVAN DUFTY"
"2411/2402","VBM / EV - 400c 1st Cut",47759,"ED LEE","skipped","skipped"
"2426/2425","VBM / EV - 400c 1st Cut",47760,"ED LEE","DAVID CHIU","WILMA PANG"
"2119/2118","VBM / EV - 400c 1st Cut",47761,"JEFF ADACHI","JEFF ADACHI","JEFF ADACHI"
"2705/2704","VBM / EV - 400c 1st Cut",47762,"DENNIS HERRERA","LELAND YEE","JOHN AVALOS"
"2757","VBM / EV - 400c 1st Cut",47763,"ED LEE","skipped","skipped"
"3317/3307","VBM / EV - 400c 1st Cut",47764,"ED LEE","skipped","skipped"
"1143/1144","VBM / EV - 400c 1st Cut",47765,"ED LEE","DAVID CHIU","LELAND YEE"
"2442/2443","VBM / EV - 400c 1st Cut",47766,"DENNIS HERRERA","JEFF ADACHI","TONY HALL"
"3703","VBM / EV - 400c 1st Cut",47767,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"2426/2425","VBM / EV - 400c 1st Cut",47768,"ED LEE","DAVID CHIU","PHIL TING"
"2431/2432","VBM / EV - 400c 1st Cut",47769,"JEFF ADACHI","LELAND YEE","JOHN AVALOS"
"2747","VBM / EV - 400c 1st Cut",47770,"DAVID CHIU","ED LEE","LELAND YEE"
"3009","VBM / EV - 400c 1st Cut",47771,"MICHELA ALIOTO-PIER","JOANNA REES","skipped"
"3650","VBM / EV - 400c 1st Cut",47772,"ED LEE","skipped","skipped"
"3506","VBM / EV - 400c 1st Cut",47773,"TONY HALL","skipped","skipped"
"3656","VBM / EV - 400c 1st Cut",47774,"MICHELA ALIOTO-PIER","DAVID CHIU","DENNIS HERRERA"
"3037","VBM / EV - 400c 1st Cut",47775,"DENNIS HERRERA","JOHN AVALOS","JEFF ADACHI"
"3213/3210","VBM / EV - 400c 1st Cut",47776,"JOANNA REES","EMIL LAWRENCE","skipped"
"3227","VBM / EV - 400c 1st Cut",47777,"DAVID CHIU","ED LEE","DENNIS HERRERA"
"3301","VBM / EV - 400c 1st Cut",47778,"ED LEE","LELAND YEE","WILMA PANG"
"3205/3221","VBM / EV - 400c 1st Cut",47779,"ED LEE","skipped","skipped"
"3603","VBM / EV - 400c 1st Cut",47780,"ED LEE","JEFF ADACHI","TERRY JOAN BAUM"
"3608","VBM / EV - 400c 1st Cut",47781,"DENNIS HERRERA","skipped","skipped"
"3609","VBM / EV - 400c 1st Cut",47782,"DAVID CHIU","skipped","skipped"
"3616","VBM / EV - 400c 1st Cut",47783,"DENNIS HERRERA","CESAR ASCARRUNZ","JEFF ADACHI"
"3627","VBM / EV - 400c 1st Cut",47784,"ED LEE","skipped","skipped"
"2103/2104","VBM / EV - 400c 1st Cut",47785,"ED LEE","ED LEE","ED LEE"
"3650","VBM / EV - 400c 1st Cut",47786,"ED LEE","skipped","skipped"
"2411/2402","VBM / EV - 400c 1st Cut",47787,"JOANNA REES","skipped","skipped"
"3904","VBM / EV - 400c 1st Cut",47788,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"2121/2137","VBM / EV - 400c 1st Cut",47789,"ED LEE","LELAND YEE","PHIL TING"
"1132","VBM / EV - 400c 1st Cut",47790,"skipped","JOHN AVALOS","DAVID CHIU"
"2007","VBM / EV - 400c 1st Cut",47791,"ED LEE","MICHELA ALIOTO-PIER","JOHN AVALOS"
"3318/3319","VBM / EV - 400c 1st Cut",47792,"DAVID CHIU","skipped","skipped"
"3555","VBM / EV - 400c 1st Cut",47793,"JOANNA REES","DENNIS HERRERA","JEFF ADACHI"
"2128/2129","VBM / EV - 400c 1st Cut",47794,"ED LEE","LELAND YEE","DAVID CHIU"
"2426/2425","VBM / EV - 400c 1st Cut",47795,"ED LEE","LELAND YEE","skipped"
"2429/2418","VBM / EV - 400c 1st Cut",47796,"ED LEE","PHIL TING","WILMA PANG"
"2437","VBM / EV - 400c 1st Cut",47797,"ED LEE","DAVID CHIU","WILMA PANG"
"2423/2427","VBM / EV - 400c 1st Cut",47798,"LELAND YEE","JOHN AVALOS","DENNIS HERRERA"
"3309","VBM / EV - 400c 1st Cut",47799,"ED LEE","MICHELA ALIOTO-PIER","BEVAN DUFTY"
"3336/3344","VBM / EV - 400c 1st Cut",47800,"LELAND YEE","ED LEE","DAVID CHIU"
"3505","VBM / EV - 400c 1st Cut",47801,"ED LEE","ED LEE","ED LEE"
"3805/3811","VBM / EV - 400c 1st Cut",47802,"ED LEE","BEVAN DUFTY","skipped"
"1126/1125","VBM / EV - 400c 1st Cut",47803,"ED LEE","skipped","skipped"
