RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
301702,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
301704,Tiffani Penson,,,,,
301705,Tiffani Penson,James Armstrong,Mariah Hudson,Bob Simril,Dan Ryan,
301706,Tiffani Penson,Bob Simril,Dan Ryan,,,
301708,Sameer Kanal,Jennifer Park,Jonathan Tasini,,,
301709,Tiffani Penson,Michael (Mike) Marshall,Bob Simril,Michelle DePass,Sameer Kanal,Jonathan Tasini
301710,Sameer Kanal,Nat West,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,Tiffani Penson
301711,Sameer Kanal,Nat West,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,Tiffani Penson
301713,Michelle DePass,,,,,
301715,Mariah Hudson,Dan Ryan,Michael (Mike) Marshall,Will Mespelt,Tiffani Penson,
301716,,,,,,
301719,Elana Pirtle-Guiney,,,,,
301720,Elana Pirtle-Guiney,Nat West,Marnie Glickman,Michelle DePass,Sameer Kanal,Debbie Kitchin
301721,Tiffani Penson,,,,,
301722,Elana Pirtle-Guiney,,,,,
301723,Tiffani Penson,Bob Simril,Mariah Hudson,Dan Ryan,Will Mespelt,James Armstrong
301725,Michael (Mike) Marshall,Jennifer Park,Chris Olson,Sameer Kanal,Tiffani Penson,Jonathan Tasini
301726,Sameer Kanal,Nat West,,,,
301727,Tiffani Penson,,,,,
301728,Nat West,Chris Olson,Sameer Kanal,Elana Pirtle-Guiney,Debbie Kitchin,Jonathan Tasini
301729,Elana Pirtle-Guiney,Mariah Hudson,Nabil Zaghloul,Michael (Mike) Marshall,Tiffani Penson,James Armstrong
301730,Elana Pirtle-Guiney,Dan Ryan,Michael (Mike) Marshall,James Armstrong,Nat West,Sam Sachs
301731,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
301732,Nat West,,,,,
301733,Sameer Kanal,Michelle DePass,Marnie Glickman,Jonathan Tasini,Jennifer Park,Elana Pirtle-Guiney
301736,Mariah Hudson,Michael (Mike) Marshall,Nat West,Sameer Kanal,Tiffani Penson,Elana Pirtle-Guiney
301737,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,,
301738,Michelle DePass,Sameer Kanal,Elana Pirtle-Guiney,Jonathan Tasini,Marnie Glickman,Nat West
301739,Jonathan Tasini,Sameer Kanal,Nat West,Marnie Glickman,Michelle DePass,Jennifer Park
301740,Michael (Mike) Marshall,Jennifer Park,Sameer Kanal,Liz Taylor,Tiffani Penson,Chris Olson
301741,Tiffani Penson,Elana Pirtle-Guiney,James Armstrong,Sameer Kanal,Michelle DePass,Mariah Hudson
301743,Tiffani Penson,,,,,
301745,Dan Ryan,James Armstrong,Nat West,Reuben Berlin,Tiffani Penson,Liz Taylor
301747,Marnie Glickman,Sameer Kanal,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,
301748,Bob Simril,,,,,
301749,Michelle DePass,Tiffani Penson,Elana Pirtle-Guiney,Michael (Mike) Marshall,Nat West,
301752,Sam Sachs,Mariah Hudson,Jennifer Park,,,
301754,Laura Streib,Nat West,Tiffani Penson,Mariah Hudson,Elana Pirtle-Guiney,Nabil Zaghloul
301755,Nat West,Chris Olson,Sameer Kanal,Marnie Glickman,Michael (Mike) Marshall,Jonathan Tasini
301758,Mariah Hudson,Jonathan Tasini,Liz Taylor,Tiffani Penson,Debbie Kitchin,
301759,Jonathan Tasini,Dan Ryan,Elana Pirtle-Guiney,Sameer Kanal,Michelle DePass,Nat West
301760,Sameer Kanal,Nabil Zaghloul,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,Reuben Berlin,Jonathan Tasini
301761,Sameer Kanal,Antonio Jamal PettyJohnBlue,Jonathan Tasini,Nabil Zaghloul,Mariah Hudson,Marnie Glickman
301762,Sameer Kanal,Antonio Jamal PettyJohnBlue,Jonathan Tasini,Nabil Zaghloul,Mariah Hudson,Marnie Glickman
301763,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
301765,Nat West,Sameer Kanal,Dan Ryan,James Armstrong,,
301766,Tiffani Penson,Jennifer Park,Elana Pirtle-Guiney,Liz Taylor,Laura Streib,Mariah Hudson
301767,Tiffani Penson,Liz Taylor,Laura Streib,Nat West,Elana Pirtle-Guiney,Michael (Mike) Marshall
301768,Laura Streib,Mariah Hudson,Bob Simril,Chris Olson,Debbie Kitchin,
301769,Sameer Kanal,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman,Elana Pirtle-Guiney
301771,Tiffani Penson,Debbie Kitchin,,,,
301772,Tiffani Penson,Debbie Kitchin,,,,
301773,Michelle DePass,Debbie Kitchin,Jennifer Park,Tiffani Penson,Elana Pirtle-Guiney,Laura Streib
301778,Sameer Kanal,,,,,
301779,Tiffani Penson,,,,,
301780,Bob Simril,Marnie Glickman,James Armstrong,Tiffani Penson,Michelle DePass,Antonio Jamal PettyJohnBlue
301781,Bob Simril,Marnie Glickman,James Armstrong,Tiffani Penson,Michelle DePass,Antonio Jamal PettyJohnBlue
301782,Elana Pirtle-Guiney,Jonathan Tasini,Nat West,Marnie Glickman,Michelle DePass,Sameer Kanal
301784,Marnie Glickman,,,,,
301785,Tiffani Penson,Michelle DePass,Sameer Kanal,Nat West,Dan Ryan,Liz Taylor
301786,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
301787,Tiffani Penson,Sameer Kanal,Michelle DePass,Nat West,,
301788,Michelle DePass,Nabil Zaghloul,Tiffani Penson,Elana Pirtle-Guiney,Dan Ryan,
301789,Michael (Mike) Marshall,Bob Simril,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,James Armstrong
301791,Dan Ryan,Marnie Glickman,Nat West,Michelle DePass,,
301792,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
301793,Michelle DePass,Elana Pirtle-Guiney,Tiffani Penson,Jennifer Park,Mariah Hudson,
301794,Sameer Kanal,Michelle DePass,,,,
301795,James Armstrong,,,,,
301798,Sameer Kanal,Michelle DePass,Nat West,Tiffani Penson,,
301799,Tiffani Penson,Michelle DePass,Antonio Jamal PettyJohnBlue,,,
301800,Debbie Kitchin,Sameer Kanal,Nat West,Chris Olson,Tiffani Penson,Bob Simril
301801,Sameer Kanal,Michelle DePass,Jonathan Tasini,Chris Olson,Jennifer Park,Marnie Glickman
301802,Elana Pirtle-Guiney,Michelle DePass,Sameer Kanal,Nat West,Debbie Kitchin,Marnie Glickman
301803,Reuben Berlin,Dan Ryan,Will Mespelt,James Armstrong,,
301804,Dan Ryan,Marnie Glickman,Nat West,,,
301807,Liz Taylor,Jennifer Park,Tiffani Penson,Marnie Glickman,Debbie Kitchin,Michelle DePass
301808,Debbie Kitchin,Nat West,Chris Olson,Elana Pirtle-Guiney,Laura Streib,James Armstrong
301809,Tiffani Penson,Liz Taylor,Michael (Mike) Marshall,,,
301810,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Sameer Kanal,Tiffani Penson,Michael (Mike) Marshall
301814,Tiffani Penson,Laura Streib,Michael (Mike) Marshall,,,
301815,Debbie Kitchin,Sameer Kanal,Antonio Jamal PettyJohnBlue,Sam Sachs,Nabil Zaghloul,Jonathan Tasini
301816,Sam Sachs,Sameer Kanal,Antonio Jamal PettyJohnBlue,Debbie Kitchin,Nabil Zaghloul,Jonathan Tasini
301818,Michelle DePass,Sameer Kanal,Tiffani Penson,Nat West,Marnie Glickman,James Armstrong
301820,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
301825,Dan Ryan,James Armstrong,Nat West,,,
301826,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,,,
301828,Sameer Kanal,Marnie Glickman,Jonathan Tasini,Nat West,Chris Olson,
301895,Bob Simril,Liz Taylor,Jennifer Park,Debbie Kitchin,Mariah Hudson,Dan Ryan
301896,Jennifer Park,Liz Taylor,Bob Simril,Tiffani Penson,Mariah Hudson,Michelle DePass
301899,Tiffani Penson,,,,,
301900,Reuben Berlin,Nat West,Michael (Mike) Marshall,,,
301901,Sameer Kanal,,,,,
301902,Michelle DePass,Sameer Kanal,Tiffani Penson,Nat West,,
301905,Tiffani Penson,Mariah Hudson,Dan Ryan,,,
301908,Dan Ryan,Laura Streib,Nat West,,,
301912,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Bob Simril,Laura Streib,Marnie Glickman
301913,Elana Pirtle-Guiney,Michelle DePass,Nat West,Michael (Mike) Marshall,James Armstrong,Marnie Glickman
301914,Mariah Hudson,Elana Pirtle-Guiney,Dan Ryan,,,
301915,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
301916,Sameer Kanal,Jonathan Tasini,Elana Pirtle-Guiney,Nat West,Jennifer Park,Marnie Glickman
301917,Dan Ryan,,,,,
301918,Jonathan Tasini,Nat West,Chris Olson,Michael (Mike) Marshall,Elana Pirtle-Guiney,Michelle DePass
301919,Dan Ryan,Tiffani Penson,Mariah Hudson,Jonathan Tasini,Elana Pirtle-Guiney,Nat West
301921,Debbie Kitchin,Elana Pirtle-Guiney,Tiffani Penson,Michael (Mike) Marshall,Nat West,Sameer Kanal
301922,Dan Ryan,Michael (Mike) Marshall,Nat West,Elana Pirtle-Guiney,Marnie Glickman,Tiffani Penson
301923,Debbie Kitchin,Elana Pirtle-Guiney,Tiffani Penson,Michael (Mike) Marshall,Nat West,Dan Ryan
301924,Jonathan Tasini,Debbie Kitchin,Tiffani Penson,Bob Simril,Nabil Zaghloul,
301925,Sameer Kanal,Michelle DePass,Jonathan Tasini,Antonio Jamal PettyJohnBlue,Elana Pirtle-Guiney,Liz Taylor
301926,Tiffani Penson,Elana Pirtle-Guiney,Liz Taylor,,,
301927,Liz Taylor,Antonio Jamal PettyJohnBlue,Nabil Zaghloul,Elana Pirtle-Guiney,Debbie Kitchin,Sameer Kanal
301928,Sameer Kanal,Chris Olson,Jennifer Park,Jonathan Tasini,Marnie Glickman,Michael (Mike) Marshall
301929,Sameer Kanal,Jonathan Tasini,Chris Olson,Jennifer Park,Marnie Glickman,
301930,Nat West,,,,,
301931,Jonathan Tasini,,,,,
301933,Elana Pirtle-Guiney,Dan Ryan,,,,
301934,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
301935,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
301936,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
301938,Dan Ryan,James Armstrong,Tiffani Penson,,,
301939,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
301940,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
301942,James Armstrong,,,,,
301944,Sameer Kanal,Marnie Glickman,Tiffani Penson,Jonathan Tasini,Jennifer Park,Chris Olson
301945,Michael (Mike) Marshall,Debbie Kitchin,Sameer Kanal,Dan Ryan,Jonathan Tasini,Chris Olson
301947,Jonathan Tasini,Sameer Kanal,Elana Pirtle-Guiney,Chris Olson,Laura Streib,Michael (Mike) Marshall
301948,Chris Olson,Nat West,Michelle DePass,Sameer Kanal,Will Mespelt,Laura Streib
301949,Chris Olson,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Mariah Hudson,Tiffani Penson
301957,Chris Olson,Marnie Glickman,Jonathan Tasini,Sameer Kanal,Jennifer Park,Nat West
301960,Antonio Jamal PettyJohnBlue,Jennifer Park,Liz Taylor,Laura Streib,Nabil Zaghloul,Sameer Kanal
302000,Mariah Hudson,Dan Ryan,,,,
302001,James Armstrong,,,,,
302002,Sameer Kanal,Debbie Kitchin,Michelle DePass,Sam Sachs,,
302003,Tiffani Penson,Sameer Kanal,Chris Olson,Liz Taylor,Marnie Glickman,Debbie Kitchin
302004,Marnie Glickman,Sameer Kanal,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Michelle DePass
302005,Tiffani Penson,Marnie Glickman,Jonathan Tasini,Jennifer Park,,
302007,Debbie Kitchin,Chris Olson,Mariah Hudson,,,
302009,Sameer Kanal,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,,,
302010,Tiffani Penson,Chris Olson,James Armstrong,Elana Pirtle-Guiney,Michael (Mike) Marshall,Bob Simril
302013,Dan Ryan,Mariah Hudson,Tiffani Penson,Elana Pirtle-Guiney,Sameer Kanal,Jonathan Tasini
302014,Bob Simril,,,,,
302015,Tiffani Penson,Elana Pirtle-Guiney,Michael (Mike) Marshall,,,
302016,Reuben Berlin,Mariah Hudson,Michael (Mike) Marshall,,,
302018,Tiffani Penson,Jonathan Tasini,Michelle DePass,,,
302019,Nat West,Tiffani Penson,Mariah Hudson,Reuben Berlin,James Armstrong,
302029,Michelle DePass,Tiffani Penson,Sameer Kanal,Nat West,,
302052,Tiffani Penson,Liz Taylor,Chris Olson,Jennifer Park,Mariah Hudson,Michelle DePass
302060,Dan Ryan,Jonathan Tasini,Mariah Hudson,Michelle DePass,Nat West,Michael (Mike) Marshall
302156,Nat West,Sameer Kanal,Jonathan Tasini,Michelle DePass,Elana Pirtle-Guiney,Marnie Glickman
302158,Sam Sachs,Will Mespelt,Dan Ryan,Jonathan Tasini,,
302160,Will Mespelt,Liz Taylor,,,,
302161,Laura Streib,,,,,
302162,Reuben Berlin,Will Mespelt,Laura Streib,,,
302166,Michelle DePass,Michael (Mike) Marshall,Jonathan Tasini,Nat West,Chris Olson,Laura Streib
302167,Debbie Kitchin,Tiffani Penson,Jennifer Park,Elana Pirtle-Guiney,Liz Taylor,Laura Streib
302168,Chris Olson,Antonio Jamal PettyJohnBlue,Elana Pirtle-Guiney,,,
302172,Michael (Mike) Marshall,,,,,
302174,Sameer Kanal,Jennifer Park,Jonathan Tasini,Chris Olson,Marnie Glickman,Nat West
302175,Elana Pirtle-Guiney,Michelle DePass,Sameer Kanal,James Armstrong,Michael (Mike) Marshall,
302176,James Armstrong,Marnie Glickman,Michael (Mike) Marshall,Reuben Berlin,Dan Ryan,Nat West
302181,Michelle DePass,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,Dan Ryan,Jonathan Tasini,
302182,Sameer Kanal,Tiffani Penson,Elana Pirtle-Guiney,,,
302183,Antonio Jamal PettyJohnBlue,Michael (Mike) Marshall,Michelle DePass,Dan Ryan,,
302184,Tiffani Penson,Sameer Kanal,Jennifer Park,Michelle DePass,James Armstrong,
302185,Nat West,Sameer Kanal,Jennifer Park,Chris Olson,Tiffani Penson,Elana Pirtle-Guiney
302190,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
302192,Dan Ryan,James Armstrong,,,,
302193,Dan Ryan,James Armstrong,,,,
302194,Michelle DePass,Nat West,Sameer Kanal,,,
302195,Jonathan Tasini,Michelle DePass,Sameer Kanal,Marnie Glickman,Dan Ryan,Elana Pirtle-Guiney
302196,Jonathan Tasini,Michelle DePass,Sameer Kanal,Marnie Glickman,Dan Ryan,Elana Pirtle-Guiney
302197,James Armstrong,Nat West,Reuben Berlin,Sameer Kanal,Debbie Kitchin,Michael (Mike) Marshall
302199,Dan Ryan,Nat West,,,,
302200,Laura Streib,Antonio Jamal PettyJohnBlue,Elana Pirtle-Guiney,Sameer Kanal,Chris Olson,Dan Ryan
302202,Sameer Kanal,Jennifer Park,Elana Pirtle-Guiney,Michelle DePass,Jonathan Tasini,
302203,Sameer Kanal,Jennifer Park,Elana Pirtle-Guiney,Michelle DePass,Jonathan Tasini,
302253,Sameer Kanal,Tiffani Penson,James Armstrong,Elana Pirtle-Guiney,,
302265,Michelle DePass,Michael (Mike) Marshall,Sameer Kanal,Laura Streib,Jonathan Tasini,Jennifer Park
302266,Nabil Zaghloul,Dan Ryan,Michelle DePass,Write-in-123,Write-in-124,Write-in-125
302267,Dan Ryan,Michelle DePass,Debbie Kitchin,,,
302268,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,Chris Olson,Jonathan Tasini
302269,Dan Ryan,,,,,
302271,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
302272,Sameer Kanal,Elana Pirtle-Guiney,Nat West,Jonathan Tasini,Michelle DePass,Marnie Glickman
302273,Sameer Kanal,Michelle DePass,Tiffani Penson,Debbie Kitchin,Elana Pirtle-Guiney,
302275,Sameer Kanal,Nat West,,,,
302276,Dan Ryan,Sam Sachs,Jonathan Tasini,Liz Taylor,James Armstrong,Chris Olson
302277,Elana Pirtle-Guiney,Tiffani Penson,James Armstrong,Michelle DePass,,
302278,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
302322,Elana Pirtle-Guiney,Antonio Jamal PettyJohnBlue,Laura Streib,,,
302323,Elana Pirtle-Guiney,Antonio Jamal PettyJohnBlue,Nat West,Bob Simril,,
302324,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,,,
302340,Jonathan Tasini,Marnie Glickman,,,,
302349,Sameer Kanal,Chris Olson,Jonathan Tasini,Marnie Glickman,Debbie Kitchin,Michael (Mike) Marshall
302350,Sameer Kanal,Chris Olson,Tiffani Penson,Jennifer Park,Elana Pirtle-Guiney,Dan Ryan
302352,Laura Streib,Nat West,James Armstrong,,,
302353,Elana Pirtle-Guiney,Laura Streib,Sameer Kanal,Marnie Glickman,Nat West,Michelle DePass
302354,Sameer Kanal,Jonathan Tasini,Bob Simril,Michael (Mike) Marshall,Nabil Zaghloul,Nat West
302355,Marnie Glickman,Sameer Kanal,Laura Streib,Michelle DePass,,
302356,Marnie Glickman,Jennifer Park,Laura Streib,Tiffani Penson,Dan Ryan,Mariah Hudson
302357,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
302358,Marnie Glickman,Sameer Kanal,Michelle DePass,Laura Streib,,
302359,Mariah Hudson,,,,,
302360,Mariah Hudson,,,,,
302362,Michelle DePass,Tiffani Penson,Marnie Glickman,Elana Pirtle-Guiney,Laura Streib,Debbie Kitchin
302363,James Armstrong,Debbie Kitchin,Marnie Glickman,Bob Simril,Nabil Zaghloul,
302365,Tiffani Penson,Nat West,,,,
302366,Sameer Kanal,Michael (Mike) Marshall,Michelle DePass,Laura Streib,Marnie Glickman,
302367,Dan Ryan,,,,,
302368,Michelle DePass,Nat West,Sameer Kanal,Tiffani Penson,,
302369,Debbie Kitchin,Bob Simril,Dan Ryan,Reuben Berlin,James Armstrong,Jonathan Tasini
302370,Elana Pirtle-Guiney,Jonathan Tasini,Mariah Hudson,Nat West,,
302372,Reuben Berlin,Elana Pirtle-Guiney,Liz Taylor,,,
302374,Nat West,Tiffani Penson,Elana Pirtle-Guiney,Michael (Mike) Marshall,,
302376,Bob Simril,Will Mespelt,Elana Pirtle-Guiney,Jonathan Tasini,Sameer Kanal,Dan Ryan
302377,Laura Streib,Dan Ryan,,,,
302380,Michelle DePass,James Armstrong,Jonathan Tasini,Elana Pirtle-Guiney,Jennifer Park,Michael (Mike) Marshall
302382,Tiffani Penson,Mariah Hudson,Michelle DePass,,,
302383,Tiffani Penson,Michelle DePass,Mariah Hudson,Bob Simril,,
302384,Marnie Glickman,Tiffani Penson,Jonathan Tasini,,,
302385,Dan Ryan,Laura Streib,Nat West,Sameer Kanal,Tiffani Penson,Jonathan Tasini
302386,Nat West,,,,,
302387,Marnie Glickman,Sameer Kanal,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Debbie Kitchin
302388,Laura Streib,Chris Olson,Mariah Hudson,Debbie Kitchin,Nat West,Sameer Kanal
302389,Marnie Glickman,Sameer Kanal,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Michelle DePass
302390,Tiffani Penson,Michelle DePass,Nat West,Sameer Kanal,,
302391,Jonathan Tasini,Jennifer Park,Sameer Kanal,Mariah Hudson,Elana Pirtle-Guiney,Chris Olson
302470,Elana Pirtle-Guiney,Tiffani Penson,,,,
302493,Laura Streib,Michelle DePass,Tiffani Penson,Michael (Mike) Marshall,Jonathan Tasini,James Armstrong
302498,Michelle DePass,Tiffani Penson,Bob Simril,,,
302521,James Armstrong,,,,,
302754,Tiffani Penson,Nat West,Jonathan Tasini,Sameer Kanal,,
302760,Nat West,Jonathan Tasini,Marnie Glickman,Jennifer Park,Chris Olson,Michelle DePass
302762,Tiffani Penson,,,,,
302763,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
302768,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
302769,Laura Streib,,,,,
302771,Dan Ryan,Nat West,Tiffani Penson,Bob Simril,Mariah Hudson,Nabil Zaghloul
302773,Jonathan Tasini,Mariah Hudson,Nat West,Michelle DePass,Marnie Glickman,Tiffani Penson
302774,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
302777,Jonathan Tasini,Elana Pirtle-Guiney,Nat West,Marnie Glickman,,
302778,Tiffani Penson,Michelle DePass,,,,
302779,Jonathan Tasini,Elana Pirtle-Guiney,Nat West,Dan Ryan,Marnie Glickman,
302792,Tiffani Penson,Jennifer Park,Jonathan Tasini,,,
302793,Michelle DePass,Sameer Kanal,Nat West,Marnie Glickman,Debbie Kitchin,Elana Pirtle-Guiney
302794,Tiffani Penson,,,,,
302796,Mariah Hudson,Tiffani Penson,Dan Ryan,Nabil Zaghloul,Nat West,
302797,Elana Pirtle-Guiney,Dan Ryan,James Armstrong,,,
302798,Jonathan Tasini,Michelle DePass,Sameer Kanal,Tiffani Penson,Mariah Hudson,Jennifer Park
302799,Dan Ryan,Elana Pirtle-Guiney,Jonathan Tasini,Mariah Hudson,Nat West,
302800,Will Mespelt,,,,,
302802,Nat West,,,,,
302803,Marnie Glickman,Tiffani Penson,,,,
302804,Bob Simril,Tiffani Penson,,,,
302805,Dan Ryan,Bob Simril,Nat West,Sameer Kanal,,
302806,Sameer Kanal,Chris Olson,Elana Pirtle-Guiney,Mariah Hudson,,
302807,James Armstrong,Jennifer Park,Reuben Berlin,Laura Streib,Dan Ryan,Liz Taylor
302808,Chris Olson,Jonathan Tasini,Debbie Kitchin,Write-in-123,Mariah Hudson,Tiffani Penson
302809,Dan Ryan,Liz Taylor,Nat West,,,
302810,Dan Ryan,Sameer Kanal,Tiffani Penson,Elana Pirtle-Guiney,Mariah Hudson,James Armstrong
302812,Nat West,Mariah Hudson,Liz Taylor,Jennifer Park,Reuben Berlin,Tiffani Penson
302813,Tiffani Penson,Bob Simril,Laura Streib,Will Mespelt,Marnie Glickman,
302815,Liz Taylor,,,,,
302816,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
302825,Will Mespelt,Nat West,Jonathan Tasini,,,
302838,Nat West,Sameer Kanal,,,,
302845,Dan Ryan,Tiffani Penson,,,,
302856,Elana Pirtle-Guiney,Laura Streib,Mariah Hudson,Michelle DePass,James Armstrong,Nat West
302866,Nabil Zaghloul,Sameer Kanal,Mariah Hudson,,,
302867,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,,,
302868,Tiffani Penson,Nat West,Sameer Kanal,Dan Ryan,Elana Pirtle-Guiney,James Armstrong
302872,Tiffani Penson,,,,,
302880,Marnie Glickman,Nat West,Jonathan Tasini,Sameer Kanal,Elana Pirtle-Guiney,
302917,Tiffani Penson,Dan Ryan,Michelle DePass,Marnie Glickman,,
302923,Tiffani Penson,Jennifer Park,Elana Pirtle-Guiney,Mariah Hudson,Michelle DePass,Liz Taylor
302924,Laura Streib,Nat West,Tiffani Penson,Michael (Mike) Marshall,,
302927,Tiffani Penson,,,,,
302928,Tiffani Penson,Nat West,Dan Ryan,,,
302929,Tiffani Penson,Nat West,Dan Ryan,,,
302933,Marnie Glickman,Nat West,Jonathan Tasini,Sameer Kanal,Elana Pirtle-Guiney,
302941,Marnie Glickman,Nat West,Jonathan Tasini,Sameer Kanal,Elana Pirtle-Guiney,Michelle DePass
302942,Michelle DePass,Debbie Kitchin,Laura Streib,Michael (Mike) Marshall,Jennifer Park,James Armstrong
302957,Dan Ryan,Tiffani Penson,Mariah Hudson,,,
302963,Sameer Kanal,Michelle DePass,Jonathan Tasini,Marnie Glickman,,
302965,Michelle DePass,Marnie Glickman,Sameer Kanal,Nat West,,
302966,Chris Olson,Sameer Kanal,Jennifer Park,Tiffani Penson,Michael (Mike) Marshall,Jonathan Tasini
302969,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney,Bob Simril,Sameer Kanal,Mariah Hudson
302970,,,,,,
302971,Sameer Kanal,Jonathan Tasini,Dan Ryan,Michelle DePass,,
302972,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
302973,Marnie Glickman,Nat West,Sameer Kanal,,,
302974,Sameer Kanal,Elana Pirtle-Guiney,Laura Streib,Jennifer Park,Chris Olson,Debbie Kitchin
302975,Sameer Kanal,Chris Olson,Jennifer Park,,,
302976,Nat West,Marnie Glickman,Tiffani Penson,,,
302977,Nabil Zaghloul,Mariah Hudson,Bob Simril,Jonathan Tasini,Michael (Mike) Marshall,Elana Pirtle-Guiney
302979,Dan Ryan,Tiffani Penson,,,,
302980,Nat West,Sameer Kanal,Chris Olson,Marnie Glickman,Jennifer Park,Jonathan Tasini
302983,Elana Pirtle-Guiney,Dan Ryan,Marnie Glickman,Michelle DePass,Nat West,Tiffani Penson
302984,Elana Pirtle-Guiney,Mariah Hudson,Laura Streib,Nat West,Marnie Glickman,Jennifer Park
302985,Mariah Hudson,Dan Ryan,Bob Simril,,,
302987,Jennifer Park,Bob Simril,Will Mespelt,Tiffani Penson,Reuben Berlin,
302988,Dan Ryan,Tiffani Penson,Mariah Hudson,,,
302989,Elana Pirtle-Guiney,Michelle DePass,Michael (Mike) Marshall,Mariah Hudson,Nat West,Jonathan Tasini
302995,Chris Olson,Marnie Glickman,Bob Simril,Sameer Kanal,Mariah Hudson,Laura Streib
302997,Michelle DePass,Sameer Kanal,Nat West,Tiffani Penson,Elana Pirtle-Guiney,Nabil Zaghloul
302998,Reuben Berlin,Will Mespelt,Sameer Kanal,Bob Simril,,
302999,Jonathan Tasini,Sameer Kanal,Michelle DePass,,,
303000,Bob Simril,James Armstrong,Dan Ryan,Mariah Hudson,Reuben Berlin,Debbie Kitchin
303001,Liz Taylor,Elana Pirtle-Guiney,Michelle DePass,Chris Olson,Bob Simril,Antonio Jamal PettyJohnBlue
303003,James Armstrong,Dan Ryan,Nabil Zaghloul,Debbie Kitchin,Will Mespelt,Mariah Hudson
303004,Marnie Glickman,Liz Taylor,Nabil Zaghloul,Nat West,Tiffani Penson,Bob Simril
303007,Write-in-123,Sameer Kanal,Jonathan Tasini,Marnie Glickman,Jennifer Park,Nat West
303008,Michelle DePass,Sameer Kanal,Nat West,Marnie Glickman,Debbie Kitchin,Elana Pirtle-Guiney
303010,Tiffani Penson,Jonathan Tasini,,,,
303011,Dan Ryan,Tiffani Penson,Nat West,Marnie Glickman,,
