RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
1078,Bob Weinstein,Olivia Clark,Mitch Green,,,
1082,Raquel Coyote,Chloe Mason,Olivia Clark,Lisa Freeman,Sarah Silkie,
1093,Bob Weinstein,Mitch Green,Sarah Silkie,,,
1100,Eric Zimmerman,Bob Weinstein,Olivia Clark,,,
1101,Mitch Green,Chad Lykins,Lisa Freeman,,,
1114,Eli Arnold,Kevin Goldsmith,Stanley Penkin,Bob Callahan,Ciatta R Thompson,Ben Hufford
1119,Eric Zimmerman,Olivia Clark,Eli Arnold,Sarah Silkie,Mitch Green,Bob Weinstein
1125,Olivia Clark,Eli Arnold,Eric Zimmerman,Sarah Silkie,Bob Weinstein,Mitch Green
1127,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1129,Tony Morse,Olivia Clark,Eli Arnold,Eric Zimmerman,Ben Hufford,Sarah Silkie
1132,Sarah Silkie,Mitch Green,Chad Lykins,Chloe Mason,Stanley Penkin,
1136,Eli Arnold,Ben Hufford,Eric Zimmerman,Bob Weinstein,Olivia Clark,Stanley Penkin
1141,Olivia Clark,Michael Trimble,Eric Zimmerman,Eli Arnold,,
1153,Sarah Silkie,Lisa Freeman,Chad Lykins,Mitch Green,Eli Arnold,Eric Zimmerman
1161,Andra Vltavin,Mitch Green,Chad Lykins,Sarah Silkie,,
1165,Olivia Clark,Eli Arnold,John Toran,Stanley Penkin,Moses Ross,
1171,Olivia Clark,Eli Arnold,John Toran,Stanley Penkin,Moses Ross,
1179,,,,,,
1183,Bob Weinstein,Olivia Clark,Eli Arnold,,,
1190,Mitch Green,Sarah Silkie,,,,
1191,Lisa Freeman,Eli Arnold,Michael Trimble,Sarah Silkie,Kevin Goldsmith,Bob Weinstein
1198,Mitch Green,Bob Weinstein,Olivia Clark,Lisa Freeman,Sarah Silkie,
1199,Eli Arnold,Olivia Clark,Lisa Freeman,Eric Zimmerman,Mike DiNapoli,Bob Weinstein
1211,Sarah Silkie,Olivia Clark,Mitch Green,Ben Hufford,Tony Morse,Lisa Freeman
1214,Eric Zimmerman,Eli Arnold,Tony Morse,John Toran,Chad Lykins,Mitch Green
1215,Eric Zimmerman,Eli Arnold,Tony Morse,John Toran,Chad Lykins,Mitch Green
1221,Bob Weinstein,John Toran,Olivia Clark,,,
1226,Mitch Green,Chris Henry,Andra Vltavin,Mike DiNapoli,Chad Lykins,Lisa Freeman
1228,Mitch Green,Bob Weinstein,Eric Zimmerman,Chad Lykins,Tony Morse,Eli Arnold
1243,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1244,Eli Arnold,Eric Zimmerman,Ben Hufford,Lisa Freeman,Bob Weinstein,Olivia Clark
1254,Moses Ross,Chad Lykins,Mitch Green,Sarah Silkie,,
1266,Eli Arnold,Eric Zimmerman,Ben Hufford,Lisa Freeman,Bob Weinstein,Olivia Clark
1269,Bob Weinstein,Olivia Clark,Eli Arnold,,,
1270,Eli Arnold,Mike DiNapoli,Mitch Green,Ben Hufford,Tony Morse,Olivia Clark
1273,Chad Lykins,Eli Arnold,Kevin Goldsmith,Ben Hufford,Stanley Penkin,Bob Weinstein
1278,Ben Hufford,Eli Arnold,Olivia Clark,Kevin Goldsmith,Eric Zimmerman,Bob Weinstein
1289,Chad Lykins,Mitch Green,Andra Vltavin,Olivia Clark,Sarah Silkie,Stanley Penkin
1331,Sarah Silkie,Olivia Clark,Lisa Freeman,Mitch Green,Bob Weinstein,Moses Ross
1332,Olivia Clark,Chloe Mason,Lee Odell,Eric Zimmerman,Lisa Freeman,Chad Lykins
1357,Olivia Clark,Sarah Silkie,Lisa Freeman,Chloe Mason,Ciatta R Thompson,Andra Vltavin
1358,Chad Lykins,Eric Zimmerman,Joseph (Joe) Alfone,Ciatta R Thompson,Lisa Freeman,Bob Callahan
1359,Olivia Clark,Sarah Silkie,Lisa Freeman,Chloe Mason,Ciatta R Thompson,Andra Vltavin
1360,Tony Morse,Olivia Clark,Lisa Freeman,Sarah Silkie,Eric Zimmerman,Bob Weinstein
1364,Ben Hufford,Olivia Clark,Eli Arnold,,,
1365,Eli Arnold,Tony Morse,John Toran,Bob Callahan,Olivia Clark,Ben Hufford
1367,Eric Zimmerman,Olivia Clark,Eli Arnold,Bob Weinstein,,
1369,Olivia Clark,Chloe Mason,Lee Odell,Eric Zimmerman,Lisa Freeman,Kelly Doyle
1370,Olivia Clark,Chloe Mason,Lee Odell,Eric Zimmerman,Lisa Freeman,Chris Henry
1371,Mitch Green,Chad Lykins,Bob Weinstein,Tony Morse,Chloe Mason,Lisa Freeman
1375,,,,,,
1376,Mitch Green,Lisa Freeman,Sarah Silkie,Chad Lykins,Andra Vltavin,Olivia Clark
1377,Olivia Clark,Chloe Mason,Bob Weinstein,Eric Zimmerman,Eli Arnold,Sarah Silkie
1378,Olivia Clark,Eli Arnold,Eric Zimmerman,Bob Weinstein,,
1379,Lisa Freeman,Mitch Green,Olivia Clark,Stanley Penkin,Chad Lykins,Sarah Silkie
1380,Ciatta R Thompson,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,Mitch Green
1381,Tony Morse,Chad Lykins,Kevin Goldsmith,Mitch Green,,
1382,Tony Morse,Chad Lykins,Eric Zimmerman,Kevin Goldsmith,Olivia Clark,
1383,Mitch Green,Chad Lykins,Lisa Freeman,Andra Vltavin,Sarah Silkie,Moses Ross
1390,Eli Arnold,Bob Weinstein,John Toran,Ben Hufford,Lisa Freeman,Eric Zimmerman
1401,Eric Zimmerman,Chad Lykins,Olivia Clark,Eli Arnold,Sarah Silkie,Lisa Freeman
1419,Bob Weinstein,Eric Zimmerman,Eli Arnold,Olivia Clark,,
1423,Olivia Clark,Ben Hufford,Bob Callahan,Eli Arnold,Bob Weinstein,Kevin Goldsmith
1424,Olivia Clark,Ben Hufford,Eric Zimmerman,Chad Lykins,Kevin Goldsmith,Eli Arnold
1429,Olivia Clark,Eli Arnold,Eric Zimmerman,Bob Weinstein,John Toran,Tony Morse
1442,Sarah Silkie,Chad Lykins,Mitch Green,,,
1443,Chad Lykins,Mitch Green,Sarah Silkie,Lisa Freeman,Moses Ross,Bob Weinstein
1446,Stanley Penkin,Bob Weinstein,Eric Zimmerman,Uncertified Write In,,
1447,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
1448,Eli Arnold,Stanley Penkin,Bob Weinstein,Tony Morse,Ben Hufford,Eric Zimmerman
1449,Eli Arnold,Stanley Penkin,Bob Weinstein,Eric Zimmerman,Tony Morse,Ben Hufford
1455,Olivia Clark,Eric Zimmerman,Eli Arnold,Joseph (Joe) Alfone,Sarah Silkie,Moses Ross
1456,Eric Zimmerman,,,,,
1459,Tony Schwartz,,,,,
1461,John J Goldsmith,Bob Weinstein,,,,
1462,Eli Arnold,Bob Callahan,Patrick Cashman,,,
1473,Chad Lykins,Mitch Green,Lisa Freeman,Eric Zimmerman,Olivia Clark,Moses Ross
1475,Bob Weinstein,Eli Arnold,Chad Lykins,Tony Morse,John Toran,Ben Hufford
1476,Lisa Freeman,Mike DiNapoli,Olivia Clark,Mitch Green,Ciatta R Thompson,
1478,Mitch Green,Chad Lykins,Tony Morse,Ciatta R Thompson,Michael Trimble,Eric Zimmerman
1479,Eli Arnold,Bob Weinstein,Stanley Penkin,Eric Zimmerman,,
1483,Eric Zimmerman,Olivia Clark,Bob Weinstein,,,
1484,Eric Zimmerman,Ben Hufford,Chad Lykins,Eli Arnold,Mitch Green,Bob Weinstein
1487,Olivia Clark,John Toran,Tony Morse,Eli Arnold,,
1488,Chad Lykins,,,,,
1490,Olivia Clark,Moses Ross,,,,
1492,Lisa Freeman,Eric Zimmerman,Mike DiNapoli,Moses Ross,,
1493,Raquel Coyote,Patrick Cashman,Chloe Mason,Andra Vltavin,Ciatta R Thompson,Kevin Goldsmith
1494,Olivia Clark,Eric Zimmerman,Eli Arnold,Moses Ross,Chad Lykins,
1495,Bob Weinstein,Ben Hufford,Eli Arnold,,,
1498,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,,
1499,Bob Weinstein,Olivia Clark,Eric Zimmerman,Joseph (Joe) Alfone,,
1500,Bob Callahan,Chloe Mason,Andra Vltavin,,,
1501,Eli Arnold,,,,,
1502,Mike DiNapoli,Lisa Freeman,Mitch Green,Olivia Clark,Ben Hufford,Ciatta R Thompson
1503,Lisa Freeman,Stanley Penkin,Bob Weinstein,Eli Arnold,Olivia Clark,Sarah Silkie
1507,Bob Callahan,Lee Odell,Sarah Silkie,Raquel Coyote,Bob Weinstein,John J Goldsmith
1508,Olivia Clark,Raquel Coyote,Tony Morse,Lisa Freeman,Sarah Silkie,
1510,Bob Callahan,Eric Zimmerman,Olivia Clark,Lisa Freeman,,
1512,Olivia Clark,Sarah Silkie,Stanley Penkin,Eli Arnold,,
1513,Eric Zimmerman,Olivia Clark,Eli Arnold,Bob Weinstein,,
1523,John J Goldsmith,,,,,
1525,Sarah Silkie,,,,,
1526,Eli Arnold,Olivia Clark,Tony Morse,Andra Vltavin,Mike DiNapoli,L Christopher Regis
1527,Olivia Clark,Eric Zimmerman,,,,
1528,Bob Weinstein,,,,,
1529,Olivia Clark,Lisa Freeman,Moses Ross,Bob Weinstein,Andra Vltavin,
1530,Olivia Clark,Eric Zimmerman,Eli Arnold,Ben Hufford,Chad Lykins,Sarah Silkie
1531,Bob Weinstein,Lisa Freeman,Raquel Coyote,Andra Vltavin,Sarah Silkie,Kelly Doyle
1532,Olivia Clark,Stanley Penkin,Chloe Mason,Raquel Coyote,Mike DiNapoli,Lisa Freeman
1533,Eli Arnold,Olivia Clark,,,,
1536,Olivia Clark,Lee Odell,Ciatta R Thompson,Chloe Mason,,
1539,Ciatta R Thompson,Chloe Mason,Moses Ross,,,
1540,Eli Arnold,Bob Callahan,Ciatta R Thompson,Eric Zimmerman,,
1544,Chad Lykins,Bob Weinstein,Mitch Green,Eric Zimmerman,Sarah Silkie,
1545,Ben Hufford,,,,,
1548,Olivia Clark,Ben Hufford,Moses Ross,L Christopher Regis,John J Goldsmith,Lee Odell
1549,Kevin Goldsmith,Tony Morse,John Toran,Bob Callahan,Kelly Doyle,Tony Schwartz
1551,Olivia Clark,Eric Zimmerman,Eli Arnold,Stanley Penkin,Tony Morse,
1552,Tony Morse,Eli Arnold,Chad Lykins,Patrick Cashman,Ciatta R Thompson,Chris Henry
1557,Olivia Clark,Lisa Freeman,Ben Hufford,Eric Zimmerman,,
1569,Sarah Silkie,Olivia Clark,Chad Lykins,Bob Weinstein,Mitch Green,Eli Arnold
1574,Olivia Clark,Eli Arnold,Eric Zimmerman,Mitch Green,Ben Hufford,
1581,Eric Zimmerman,Lisa Freeman,Chad Lykins,Sarah Silkie,Eli Arnold,Olivia Clark
1582,Chad Lykins,Olivia Clark,Stanley Penkin,Mitch Green,Lisa Freeman,Ben Hufford
1584,Eli Arnold,Olivia Clark,Sarah Silkie,Ben Hufford,John Toran,Tony Morse
1589,Eric Zimmerman,Olivia Clark,Bob Weinstein,,,
1592,Chad Lykins,Tony Morse,Mitch Green,John Toran,Bob Weinstein,Sarah Silkie
1595,Eric Zimmerman,Olivia Clark,Eli Arnold,Bob Weinstein,Lisa Freeman,Chad Lykins
1599,Andra Vltavin,Mitch Green,Kevin Goldsmith,Ciatta R Thompson,Chloe Mason,Chad Lykins
1604,Lisa Freeman,,,,,
1606,John J Goldsmith,Kevin Goldsmith,Bob Weinstein,Mitch Green,Eli Arnold,Olivia Clark
1607,Bob Weinstein,Eric Zimmerman,Olivia Clark,Lisa Freeman,John Toran,Moses Ross
1608,Eli Arnold,Bob Weinstein,Mitch Green,Tony Morse,Chris Henry,Eric Zimmerman
1609,Ciatta R Thompson,Lisa Freeman,Sarah Silkie,Chad Lykins,Joseph (Joe) Alfone,Andra Vltavin
1610,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1611,Eric Zimmerman,Olivia Clark,Eli Arnold,Chad Lykins,Ciatta R Thompson,Lisa Freeman
1612,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Mitch Green,Bob Weinstein
1613,Eric Zimmerman,,,,,
1614,Lisa Freeman,Sarah Silkie,Moses Ross,Mitch Green,Andra Vltavin,Chad Lykins
1615,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1616,Olivia Clark,Stanley Penkin,Tony Morse,Mitch Green,Chad Lykins,
1617,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1632,Uncertified Write In,,,,,
1634,Olivia Clark,Eric Zimmerman,Mitch Green,Bob Weinstein,Sarah Silkie,Eli Arnold
1640,Sarah Silkie,Eric Zimmerman,Olivia Clark,Eli Arnold,,
1642,Eric Zimmerman,Olivia Clark,Eli Arnold,Bob Weinstein,Tony Morse,
1644,Kevin Goldsmith,Eli Arnold,Chloe Mason,Ben Hufford,,
1646,Chloe Mason,Ciatta R Thompson,Sarah Silkie,Olivia Clark,Lisa Freeman,Mitch Green
1651,Mitch Green,Chad Lykins,Sarah Silkie,,,
1652,Eric Zimmerman,John Toran,John J Goldsmith,Bob Weinstein,Kelly Doyle,Kevin Goldsmith
1659,Eli Arnold,Bob Callahan,,,,
1660,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
1661,John J Goldsmith,Stanley Penkin,Bob Callahan,,,
1675,Bob Weinstein,Lisa Freeman,Sarah Silkie,Kelly Doyle,Moses Ross,Ciatta R Thompson
1676,Stanley Penkin,Bob Weinstein,Olivia Clark,,,
1677,Olivia Clark,Mitch Green,Bob Weinstein,Sarah Silkie,Eli Arnold,Eric Zimmerman
1682,Mitch Green,Bob Weinstein,Chad Lykins,Ciatta R Thompson,Chris Henry,
1683,Eli Arnold,Eric Zimmerman,Sarah Silkie,Chad Lykins,Lisa Freeman,Olivia Clark
1685,Olivia Clark,Eric Zimmerman,Eli Arnold,Mitch Green,Sarah Silkie,Bob Weinstein
1689,Bob Weinstein,John J Goldsmith,,,,
1696,Eric Zimmerman,Eli Arnold,Stanley Penkin,Bob Weinstein,John Toran,Tony Morse
1710,Olivia Clark,Ciatta R Thompson,Mitch Green,,,
1711,John J Goldsmith,Eric Zimmerman,,,,
1719,Stanley Penkin,Eric Zimmerman,Olivia Clark,Eli Arnold,Ben Hufford,John Toran
1720,Olivia Clark,Lisa Freeman,Sarah Silkie,,,
1723,Kelly Doyle,,,,,
1725,Bob Weinstein,Bob Callahan,Kelly Doyle,,,
1726,Eli Arnold,Eric Zimmerman,Stanley Penkin,Olivia Clark,Tony Morse,Sarah Silkie
1737,Eli Arnold,Chad Lykins,Bob Callahan,Sarah Silkie,Eric Zimmerman,Lisa Freeman
1738,Bob Callahan,John Toran,Michael Trimble,Chloe Mason,Olivia Clark,Mike DiNapoli
1745,Mitch Green,Moses Ross,,,,
1749,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
1751,Olivia Clark,Lisa Freeman,Eric Zimmerman,Eli Arnold,Mitch Green,Sarah Silkie
1756,Eli Arnold,Bob Callahan,Eric Zimmerman,Lisa Freeman,Olivia Clark,John Toran
1757,Chad Lykins,,,,,
1758,Olivia Clark,Eli Arnold,Brandon Farley,Eric Zimmerman,Sarah Silkie,Mitch Green
1759,Olivia Clark,Ben Hufford,Moses Ross,Bob Weinstein,,
1769,Ciatta R Thompson,Tony Morse,Chad Lykins,Lisa Freeman,Mike DiNapoli,Ben Hufford
1770,Lisa Freeman,Chris Henry,Bob Callahan,Chad Lykins,Tony Morse,
1773,Stanley Penkin,Eric Zimmerman,Olivia Clark,Bob Weinstein,,
1780,Mitch Green,Lisa Freeman,Chad Lykins,,,
1782,Uncertified Write In,,,,,
1784,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
1785,Mitch Green,Lisa Freeman,Chad Lykins,,,
1786,Ben Hufford,Lisa Freeman,Sarah Silkie,Chad Lykins,John J Goldsmith,Mitch Green
1788,Tony Morse,,,,,
1795,Sarah Silkie,Andra Vltavin,Olivia Clark,Lisa Freeman,Chloe Mason,Ciatta R Thompson
1798,Eli Arnold,Eric Zimmerman,Bob Weinstein,John Toran,Stanley Penkin,Ciatta R Thompson
1799,Eric Zimmerman,Eli Arnold,,,,
1800,Andra Vltavin,Bob Weinstein,Mitch Green,Eli Arnold,Stanley Penkin,Ben Hufford
1802,John J Goldsmith,Stanley Penkin,Bob Callahan,,,
1804,Olivia Clark,Sarah Silkie,Tony Morse,Eric Zimmerman,John Toran,Stanley Penkin
1805,Olivia Clark,Eric Zimmerman,Bob Weinstein,Mitch Green,Moses Ross,
1807,Andra Vltavin,Lisa Freeman,Sarah Silkie,Chad Lykins,Tony Morse,Mitch Green
1808,Andra Vltavin,,,,,
1813,Chad Lykins,Mitch Green,Lisa Freeman,Olivia Clark,Bob Weinstein,
1814,Lisa Freeman,,,,,
1815,Olivia Clark,Sarah Silkie,Bob Weinstein,Mitch Green,Eric Zimmerman,Chad Lykins
1831,Eric Zimmerman,Bob Weinstein,Stanley Penkin,Eli Arnold,,
1838,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1840,Olivia Clark,Chad Lykins,Chloe Mason,Lisa Freeman,Sarah Silkie,
1843,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
1844,Bob Callahan,Olivia Clark,Eli Arnold,Stanley Penkin,Eric Zimmerman,Bob Weinstein
1845,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
1846,John Toran,,,,,
1874,Eli Arnold,Eric Zimmerman,Olivia Clark,Sarah Silkie,Stanley Penkin,John Toran
1875,Olivia Clark,Eli Arnold,Eric Zimmerman,Bob Weinstein,,
1876,Mitch Green,Bob Weinstein,Tony Morse,Olivia Clark,Sarah Silkie,Eli Arnold
1877,Eli Arnold,Olivia Clark,Eric Zimmerman,Tony Morse,Ben Hufford,Bob Weinstein
1879,Bob Weinstein,Olivia Clark,Stanley Penkin,John J Goldsmith,Eric Zimmerman,
1893,Stanley Penkin,Eric Zimmerman,Eli Arnold,Olivia Clark,Bob Weinstein,Ben Hufford
1920,Chad Lykins,Sarah Silkie,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein
1926,Chad Lykins,Mitch Green,Lisa Freeman,Sarah Silkie,,
1933,Olivia Clark,Sarah Silkie,Eric Zimmerman,Mitch Green,Chad Lykins,
1934,Sarah Silkie,Moses Ross,John Toran,Michael Trimble,Andra Vltavin,Olivia Clark
1935,Kevin Goldsmith,Raquel Coyote,Mike DiNapoli,,,
1937,Bob Weinstein,,,,,
1946,Eli Arnold,Mitch Green,Chad Lykins,Moses Ross,Olivia Clark,
1949,Tony Morse,Bob Callahan,Lisa Freeman,Olivia Clark,Sarah Silkie,Eric Zimmerman
1951,Olivia Clark,Eric Zimmerman,Moses Ross,Ben Hufford,Mitch Green,Lisa Freeman
1953,Eli Arnold,Ben Hufford,Eric Zimmerman,Olivia Clark,,
1954,Eli Arnold,Olivia Clark,Eric Zimmerman,Mitch Green,,
1955,Bob Weinstein,Andra Vltavin,,,,
1957,Tony Morse,John Toran,Bob Weinstein,Bob Callahan,Eric Zimmerman,Eli Arnold
1963,Sarah Silkie,,,,,
1965,Eli Arnold,Eric Zimmerman,Olivia Clark,Bob Weinstein,,
1966,Eric Zimmerman,Olivia Clark,Eli Arnold,,,
1969,Eric Zimmerman,Tony Schwartz,Lisa Freeman,Tony Morse,Bob Weinstein,
1970,Olivia Clark,Eric Zimmerman,Eli Arnold,Chad Lykins,,
1971,Eli Arnold,Olivia Clark,Bob Weinstein,Bob Callahan,,
1973,Olivia Clark,Stanley Penkin,Bob Weinstein,John Toran,Lisa Freeman,Sarah Silkie
1974,Olivia Clark,Eric Zimmerman,,,,
1978,Bob Callahan,Eric Zimmerman,Olivia Clark,Bob Weinstein,Kevin Goldsmith,Mitch Green
1987,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
1991,Eli Arnold,Olivia Clark,Sarah Silkie,Eric Zimmerman,Ben Hufford,John Toran
2000,Mitch Green,Olivia Clark,Ben Hufford,Eric Zimmerman,Chad Lykins,Bob Weinstein
2001,Bob Callahan,Eli Arnold,Chloe Mason,Tony Morse,Ciatta R Thompson,Michael Trimble
2002,Sarah Silkie,,,,,
2003,Kelly Doyle,Sarah Silkie,Lisa Freeman,Olivia Clark,Raquel Coyote,Ciatta R Thompson
2004,Eric Zimmerman,Mitch Green,Eli Arnold,,,
2006,Sarah Silkie,John J Goldsmith,Moses Ross,Brandon Farley,Eli Arnold,Andra Vltavin
2013,Bob Weinstein,John J Goldsmith,Eli Arnold,Stanley Penkin,Chad Lykins,Michael Trimble
2014,,,,,,
2015,Olivia Clark,Eric Zimmerman,Eli Arnold,Bob Weinstein,Sarah Silkie,
2021,Mitch Green,Lisa Freeman,Chris Henry,Chloe Mason,Stanley Penkin,Chad Lykins
2022,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2024,Eli Arnold,Bob Callahan,,,,
2027,Mitch Green,Lisa Freeman,Chad Lykins,Tony Morse,Sarah Silkie,Moses Ross
2032,Sarah Silkie,Olivia Clark,Chloe Mason,Lisa Freeman,Moses Ross,Raquel Coyote
2033,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2034,Bob Weinstein,Eli Arnold,Eric Zimmerman,Ben Hufford,Olivia Clark,Stanley Penkin
2036,Olivia Clark,Eli Arnold,Eric Zimmerman,Tony Morse,Moses Ross,
2042,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2045,Eric Zimmerman,Brandon Farley,Eli Arnold,Sarah Silkie,Mitch Green,Bob Weinstein
2046,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2050,Eli Arnold,Andra Vltavin,Bob Weinstein,,,
2057,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2059,Olivia Clark,Stanley Penkin,Bob Weinstein,Eric Zimmerman,,
2060,Bob Weinstein,Kevin Goldsmith,Andra Vltavin,Ciatta R Thompson,Chris Henry,Brandon Farley
2061,Chad Lykins,Mitch Green,Lisa Freeman,Sarah Silkie,Ben Hufford,John Toran
2062,Eli Arnold,,,,,
2065,Mitch Green,,,,,
2075,Bob Callahan,Stanley Penkin,Eli Arnold,Ben Hufford,Tony Morse,Lisa Freeman
2076,Tony Morse,,,,,
2078,Lisa Freeman,Tony Morse,Eric Zimmerman,Olivia Clark,,
2080,Olivia Clark,Chloe Mason,Bob Weinstein,Mitch Green,Andra Vltavin,Eli Arnold
2081,John J Goldsmith,Bob Weinstein,,,,
2099,Ben Hufford,Raquel Coyote,Kelly Doyle,Chloe Mason,Sarah Silkie,Olivia Clark
2100,Mitch Green,Lisa Freeman,Chad Lykins,,,
2101,Chad Lykins,Olivia Clark,Sarah Silkie,Moses Ross,Eli Arnold,Tony Morse
2102,Kelly Doyle,Mitch Green,Andra Vltavin,Ciatta R Thompson,Uncertified Write In,
2103,Bob Callahan,Eric Zimmerman,Olivia Clark,Bob Weinstein,Kevin Goldsmith,Mitch Green
2106,Eric Zimmerman,Lisa Freeman,Mitch Green,Bob Weinstein,Olivia Clark,Sarah Silkie
2107,Eric Zimmerman,Olivia Clark,Eli Arnold,Chad Lykins,Mitch Green,Lisa Freeman
2110,Lisa Freeman,Sarah Silkie,Olivia Clark,Chad Lykins,Eli Arnold,Tony Morse
2111,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2120,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2122,Bob Weinstein,Mitch Green,Chad Lykins,Andra Vltavin,John Toran,Ciatta R Thompson
2125,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,,
2126,Eli Arnold,Bob Callahan,,,,
2127,Moses Ross,Bob Weinstein,Eli Arnold,Stanley Penkin,Ben Hufford,Olivia Clark
2128,Ben Hufford,,,,,
2132,Eric Zimmerman,Eli Arnold,Olivia Clark,,,
2133,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,
2134,,,,,,
2135,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2137,Sarah Silkie,Mitch Green,Chad Lykins,,,
2138,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2139,Chloe Mason,Chad Lykins,Eli Arnold,Olivia Clark,Sarah Silkie,Lisa Freeman
2141,Ben Hufford,,,,,
2143,Mitch Green,Lisa Freeman,Chris Henry,Bob Weinstein,Chad Lykins,Sarah Silkie
2144,Sarah Silkie,Lisa Freeman,Olivia Clark,Raquel Coyote,Ciatta R Thompson,Chloe Mason
2146,Olivia Clark,Lisa Freeman,Chad Lykins,Sarah Silkie,Mitch Green,
2147,Ben Hufford,Eli Arnold,Bob Weinstein,,,
2149,Stanley Penkin,Bob Weinstein,,,,
2150,Bob Weinstein,Sarah Silkie,Chris Henry,Andra Vltavin,,
2170,Bob Weinstein,Kevin Goldsmith,Stanley Penkin,Eli Arnold,Bob Callahan,Ben Hufford
2171,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2172,Chloe Mason,Ciatta R Thompson,Raquel Coyote,Olivia Clark,Lisa Freeman,Sarah Silkie
2173,Mitch Green,Chad Lykins,Lisa Freeman,Ben Hufford,Olivia Clark,Bob Weinstein
2174,Chloe Mason,Ciatta R Thompson,John Toran,Lisa Freeman,Mitch Green,Olivia Clark
2175,Lisa Freeman,Olivia Clark,Eli Arnold,Bob Weinstein,Sarah Silkie,Ben Hufford
2180,Olivia Clark,Sarah Silkie,Eric Zimmerman,,,
2182,Eli Arnold,Eric Zimmerman,Olivia Clark,,,
2183,Bob Weinstein,Eli Arnold,Olivia Clark,Ben Hufford,,
2195,Olivia Clark,Lisa Freeman,Eric Zimmerman,Eli Arnold,Mitch Green,Sarah Silkie
2197,Olivia Clark,Eric Zimmerman,Eli Arnold,Sarah Silkie,Bob Weinstein,Mitch Green
2205,Tony Morse,Olivia Clark,Eric Zimmerman,Sarah Silkie,Ben Hufford,Lisa Freeman
2212,Bob Weinstein,Olivia Clark,Eric Zimmerman,Eli Arnold,Tony Morse,John Toran
2213,,,,,,
2214,Bob Weinstein,Olivia Clark,Eric Zimmerman,Eli Arnold,,
2215,Chad Lykins,Mitch Green,Bob Weinstein,,,
2216,John Toran,Bob Weinstein,Eli Arnold,Tony Morse,,
2226,Moses Ross,Sarah Silkie,Lisa Freeman,,,
2229,Olivia Clark,Eric Zimmerman,Eli Arnold,,,
2244,Olivia Clark,Eli Arnold,Chad Lykins,,,
2252,Stanley Penkin,,,,,
2253,Eli Arnold,Eric Zimmerman,Bob Weinstein,Olivia Clark,Ben Hufford,Stanley Penkin
2257,Kevin Goldsmith,Lisa Freeman,Mike DiNapoli,Moses Ross,Raquel Coyote,Chloe Mason
2259,Chloe Mason,Olivia Clark,Lisa Freeman,,,
2260,Eli Arnold,Ciatta R Thompson,Lisa Freeman,Mitch Green,Ben Hufford,
2264,Kevin Goldsmith,John Toran,John J Goldsmith,,,
2265,John Toran,,,,,
2266,Eli Arnold,Olivia Clark,Eric Zimmerman,,,
2269,Olivia Clark,Bob Weinstein,,,,
2270,Mitch Green,Olivia Clark,John Toran,Tony Morse,Bob Callahan,Sarah Silkie
2271,Sarah Silkie,Bob Weinstein,Olivia Clark,Mitch Green,,
2276,Chad Lykins,Lisa Freeman,Eli Arnold,Bob Callahan,,
2279,Ben Hufford,Eli Arnold,Eric Zimmerman,Bob Weinstein,Stanley Penkin,Olivia Clark
